fam,n_cdr,n_re,median_cdr,median_re,raw_difference,comparable,robust,delta,database,ambition_view,Region,outcome,outcome_label,direction_coded_difference,favours,pooled_effect,pooled_favours,agrees
IMAGE,22,3,3.3582553391724224,3.945189736129694,0.5869343969572718,TRUE,TRUE,-0.36363636363636365,SCI-vetted,2C,R10NORTH_AM,headcount_pct,Deprived headcount,-0.5869343969572718,High-CDR,3.4591380603074784,High-RE,FALSE
MESSAGEix,0,3,NA,2.3305086320750688,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10NORTH_AM,headcount_pct,Deprived headcount,NA,NA,3.4591380603074784,High-RE,NA
POLES,41,0,5.398959554753603,NA,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10NORTH_AM,headcount_pct,Deprived headcount,NA,NA,3.4591380603074784,High-RE,NA
REMIND,0,25,NA,2.063194845746313,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10NORTH_AM,headcount_pct,Deprived headcount,NA,NA,3.4591380603074784,High-RE,NA
WITCH,0,28,NA,1.2764624639020408,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10NORTH_AM,headcount_pct,Deprived headcount,NA,NA,3.4591380603074784,High-RE,NA
GCAM,0,4,NA,12.85018,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10NORTH_AM,mort_per_1k,PM2.5 mortality,NA,NA,-3.8605224999999983,High-CDR,NA
IMAGE,21,3,10.682605,9.850935,-0.8316700000000008,TRUE,TRUE,0.36507936507936506,SCI-vetted,2C,R10NORTH_AM,mort_per_1k,PM2.5 mortality,0.8316700000000008,High-RE,-3.8605224999999983,High-CDR,FALSE
MESSAGEix,0,2,NA,9.40285,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10NORTH_AM,mort_per_1k,PM2.5 mortality,NA,NA,-3.8605224999999983,High-CDR,NA
POLES,41,0,6.56489,NA,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10NORTH_AM,mort_per_1k,PM2.5 mortality,NA,NA,-3.8605224999999983,High-CDR,NA
REMIND,0,23,NA,8.92236,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10NORTH_AM,mort_per_1k,PM2.5 mortality,NA,NA,-3.8605224999999983,High-CDR,NA
WITCH,0,28,NA,10.5959275,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10NORTH_AM,mort_per_1k,PM2.5 mortality,NA,NA,-3.8605224999999983,High-CDR,NA
GCAM,0,5,NA,198.5046783105031,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10PAC_OECD,net_re_jobs_per_1k,Employment,NA,NA,-30.297215987783417,High-CDR,NA
IMAGE,22,3,34.29033436619614,98.02967788443141,63.739343518235266,TRUE,TRUE,1,SCI-vetted,2C,R10PAC_OECD,net_re_jobs_per_1k,Employment,63.739343518235266,High-RE,-30.297215987783417,High-CDR,FALSE
MESSAGEix,0,3,NA,94.87666369788019,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10PAC_OECD,net_re_jobs_per_1k,Employment,NA,NA,-30.297215987783417,High-CDR,NA
POLES,41,0,169.75328249287784,NA,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10PAC_OECD,net_re_jobs_per_1k,Employment,NA,NA,-30.297215987783417,High-CDR,NA
REMIND,0,24,NA,65.06160691038522,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10PAC_OECD,net_re_jobs_per_1k,Employment,NA,NA,-30.297215987783417,High-CDR,NA
WITCH,0,28,NA,270.0089397621207,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10PAC_OECD,net_re_jobs_per_1k,Employment,NA,NA,-30.297215987783417,High-CDR,NA
GCAM,0,5,NA,4.470562499481966,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10PAC_OECD,gap_GJ_pc,DLE gap,NA,NA,-0.5280115103978993,High-CDR,NA
IMAGE,22,3,5.3576493375707965,7.911040288517378,2.5533909509465813,TRUE,TRUE,-0.5151515151515151,SCI-vetted,2C,R10PAC_OECD,gap_GJ_pc,DLE gap,-2.5533909509465813,High-CDR,-0.5280115103978993,High-CDR,TRUE
MESSAGEix,0,3,NA,7.646173339796916,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10PAC_OECD,gap_GJ_pc,DLE gap,NA,NA,-0.5280115103978993,High-CDR,NA
POLES,41,0,3.3477835172080113,NA,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10PAC_OECD,gap_GJ_pc,DLE gap,NA,NA,-0.5280115103978993,High-CDR,NA
REMIND,0,24,NA,4.749152446215647,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10PAC_OECD,gap_GJ_pc,DLE gap,NA,NA,-0.5280115103978993,High-CDR,NA
WITCH,0,28,NA,4.230942839087488,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10PAC_OECD,gap_GJ_pc,DLE gap,NA,NA,-0.5280115103978993,High-CDR,NA
GCAM,0,5,NA,1.1764317466443623,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10PAC_OECD,headcount_pct,Deprived headcount,NA,NA,0.03151275573338874,High-RE,NA
IMAGE,22,3,1.4532084518857595,2.1814522036471957,0.7282437517614362,TRUE,TRUE,-0.5151515151515151,SCI-vetted,2C,R10PAC_OECD,headcount_pct,Deprived headcount,-0.7282437517614362,High-CDR,0.03151275573338874,High-RE,FALSE
MESSAGEix,0,3,NA,2.2475713519233476,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10PAC_OECD,headcount_pct,Deprived headcount,NA,NA,0.03151275573338874,High-RE,NA
POLES,41,0,1.0507305181276068,NA,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10PAC_OECD,headcount_pct,Deprived headcount,NA,NA,0.03151275573338874,High-RE,NA
REMIND,0,24,NA,1.342940530172952,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10PAC_OECD,headcount_pct,Deprived headcount,NA,NA,0.03151275573338874,High-RE,NA
WITCH,0,28,NA,1.027597740390636,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10PAC_OECD,headcount_pct,Deprived headcount,NA,NA,0.03151275573338874,High-RE,NA
GCAM,0,4,NA,5.9659200000000006,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10PAC_OECD,mort_per_1k,PM2.5 mortality,NA,NA,-0.7938824999999996,High-CDR,NA
IMAGE,21,3,6.180705,5.969735,-0.21096999999999966,TRUE,TRUE,0.5555555555555556,SCI-vetted,2C,R10PAC_OECD,mort_per_1k,PM2.5 mortality,0.21096999999999966,High-RE,-0.7938824999999996,High-CDR,FALSE
MESSAGEix,0,2,NA,6.41592,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10PAC_OECD,mort_per_1k,PM2.5 mortality,NA,NA,-0.7938824999999996,High-CDR,NA
POLES,41,0,4.42293,NA,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10PAC_OECD,mort_per_1k,PM2.5 mortality,NA,NA,-0.7938824999999996,High-CDR,NA
REMIND,0,23,NA,3.687275,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10PAC_OECD,mort_per_1k,PM2.5 mortality,NA,NA,-0.7938824999999996,High-CDR,NA
WITCH,0,28,NA,5.293075,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10PAC_OECD,mort_per_1k,PM2.5 mortality,NA,NA,-0.7938824999999996,High-CDR,NA
GCAM,0,5,NA,433.691872455954,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REF_ECON,net_re_jobs_per_1k,Employment,NA,NA,557.4458497660897,High-RE,NA
IMAGE,22,3,-79.8722141148292,364.12265118660963,443.99486530143884,TRUE,TRUE,0.9696969696969697,SCI-vetted,2C,R10REF_ECON,net_re_jobs_per_1k,Employment,443.99486530143884,High-RE,557.4458497660897,High-RE,TRUE
MESSAGEix,0,3,NA,483.42340197376,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REF_ECON,net_re_jobs_per_1k,Employment,NA,NA,557.4458497660897,High-RE,NA
POLES,41,0,317.9705242653917,NA,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REF_ECON,net_re_jobs_per_1k,Employment,NA,NA,557.4458497660897,High-RE,NA
REMIND,0,25,NA,321.2861790900592,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REF_ECON,net_re_jobs_per_1k,Employment,NA,NA,557.4458497660897,High-RE,NA
WITCH,0,28,NA,1442.8001373233883,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REF_ECON,net_re_jobs_per_1k,Employment,NA,NA,557.4458497660897,High-RE,NA
GCAM,0,5,NA,0.631752078369052,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REF_ECON,gap_GJ_pc,DLE gap,NA,NA,-0.39484423161093996,High-CDR,NA
IMAGE,22,3,1.1115891601909205,1.1358393891989087,0.024250229007988233,TRUE,TRUE,-0.09090909090909091,SCI-vetted,2C,R10REF_ECON,gap_GJ_pc,DLE gap,-0.024250229007988233,High-CDR,-0.39484423161093996,High-CDR,TRUE
MESSAGEix,0,3,NA,3.203359982489601,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REF_ECON,gap_GJ_pc,DLE gap,NA,NA,-0.39484423161093996,High-CDR,NA
POLES,41,0,1.5256594980576414,NA,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REF_ECON,gap_GJ_pc,DLE gap,NA,NA,-0.39484423161093996,High-CDR,NA
REMIND,0,25,NA,0.7104253839775028,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REF_ECON,gap_GJ_pc,DLE gap,NA,NA,-0.39484423161093996,High-CDR,NA
WITCH,0,28,NA,3.4972022873779727,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REF_ECON,gap_GJ_pc,DLE gap,NA,NA,-0.39484423161093996,High-CDR,NA
GCAM,0,5,NA,0.22743896965283011,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REF_ECON,headcount_pct,Deprived headcount,NA,NA,-0.03480526251132343,High-CDR,NA
IMAGE,22,3,0.4596126783372543,0.40244782847024196,-0.05716484986701231,TRUE,TRUE,0.3333333333333333,SCI-vetted,2C,R10REF_ECON,headcount_pct,Deprived headcount,0.05716484986701231,High-RE,-0.03480526251132343,High-CDR,FALSE
MESSAGEix,0,3,NA,1.152677207367649,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REF_ECON,headcount_pct,Deprived headcount,NA,NA,-0.03480526251132343,High-CDR,NA
POLES,41,0,0.6589115681862412,NA,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REF_ECON,headcount_pct,Deprived headcount,NA,NA,-0.03480526251132343,High-CDR,NA
REMIND,0,25,NA,0.26370519883826016,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REF_ECON,headcount_pct,Deprived headcount,NA,NA,-0.03480526251132343,High-CDR,NA
WITCH,0,28,NA,1.0517739238423922,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REF_ECON,headcount_pct,Deprived headcount,NA,NA,-0.03480526251132343,High-CDR,NA
GCAM,0,4,NA,16.235255,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REF_ECON,mort_per_1k,PM2.5 mortality,NA,NA,-2.6619124999999997,High-CDR,NA
IMAGE,21,3,14.726645,14.08833,-0.6383150000000004,TRUE,TRUE,0.42857142857142855,SCI-vetted,2C,R10REF_ECON,mort_per_1k,PM2.5 mortality,0.6383150000000004,High-RE,-2.6619124999999997,High-CDR,FALSE
MESSAGEix,0,2,NA,15.1318525,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REF_ECON,mort_per_1k,PM2.5 mortality,NA,NA,-2.6619124999999997,High-CDR,NA
POLES,41,0,13.188415000000001,NA,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REF_ECON,mort_per_1k,PM2.5 mortality,NA,NA,-2.6619124999999997,High-CDR,NA
REMIND,0,23,NA,13.372975,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REF_ECON,mort_per_1k,PM2.5 mortality,NA,NA,-2.6619124999999997,High-CDR,NA
WITCH,0,28,NA,16.666395,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REF_ECON,mort_per_1k,PM2.5 mortality,NA,NA,-2.6619124999999997,High-CDR,NA
GCAM,0,5,NA,368.5058463206036,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REST_ASIA,net_re_jobs_per_1k,Employment,NA,NA,119.37144833020125,High-RE,NA
IMAGE,22,3,33.85323752482993,231.1708590685589,197.317621543729,TRUE,TRUE,0.7272727272727273,SCI-vetted,2C,R10REST_ASIA,net_re_jobs_per_1k,Employment,197.317621543729,High-RE,119.37144833020125,High-RE,TRUE
MESSAGEix,0,3,NA,208.86476270319483,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REST_ASIA,net_re_jobs_per_1k,Employment,NA,NA,119.37144833020125,High-RE,NA
POLES,41,0,118.19056307053127,NA,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REST_ASIA,net_re_jobs_per_1k,Employment,NA,NA,119.37144833020125,High-RE,NA
REMIND,0,25,NA,477.64757030914603,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REST_ASIA,net_re_jobs_per_1k,Employment,NA,NA,119.37144833020125,High-RE,NA
WITCH,0,28,NA,151.8919788137699,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REST_ASIA,net_re_jobs_per_1k,Employment,NA,NA,119.37144833020125,High-RE,NA
GCAM,0,5,NA,11.82407541847174,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REST_ASIA,gap_GJ_pc,DLE gap,NA,NA,-6.797747811969337,High-CDR,NA
IMAGE,22,3,1.609175701258415,9.165816741643061,7.556641040384646,TRUE,TRUE,-0.3939393939393939,SCI-vetted,2C,R10REST_ASIA,gap_GJ_pc,DLE gap,-7.556641040384646,High-CDR,-6.797747811969337,High-CDR,TRUE
MESSAGEix,0,3,NA,1.4532288022353843,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REST_ASIA,gap_GJ_pc,DLE gap,NA,NA,-6.797747811969337,High-CDR,NA
POLES,41,0,3.8774250647698887,NA,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REST_ASIA,gap_GJ_pc,DLE gap,NA,NA,-6.797747811969337,High-CDR,NA
REMIND,0,25,NA,5.978356026098932,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REST_ASIA,gap_GJ_pc,DLE gap,NA,NA,-6.797747811969337,High-CDR,NA
WITCH,0,28,NA,22.85034223994463,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REST_ASIA,gap_GJ_pc,DLE gap,NA,NA,-6.797747811969337,High-CDR,NA
GCAM,0,5,NA,5.4810245369554105,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REST_ASIA,headcount_pct,Deprived headcount,NA,NA,-2.8603527501277224,High-CDR,NA
IMAGE,22,3,0.8544711293526491,3.8420874465993315,2.9876163172466823,TRUE,TRUE,-0.3939393939393939,SCI-vetted,2C,R10REST_ASIA,headcount_pct,Deprived headcount,-2.9876163172466823,High-CDR,-2.8603527501277224,High-CDR,TRUE
MESSAGEix,0,3,NA,0.8512746643922381,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REST_ASIA,headcount_pct,Deprived headcount,NA,NA,-2.8603527501277224,High-CDR,NA
POLES,41,0,2.110203221402243,NA,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REST_ASIA,headcount_pct,Deprived headcount,NA,NA,-2.8603527501277224,High-CDR,NA
REMIND,0,25,NA,2.6033760824884062,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REST_ASIA,headcount_pct,Deprived headcount,NA,NA,-2.8603527501277224,High-CDR,NA
WITCH,0,28,NA,10.822404102261146,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REST_ASIA,headcount_pct,Deprived headcount,NA,NA,-2.8603527501277224,High-CDR,NA
GCAM,0,4,NA,65.6839575,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REST_ASIA,mort_per_1k,PM2.5 mortality,NA,NA,0.9323174999999964,High-RE,NA
IMAGE,21,3,66.955885,71.995025,5.039140000000003,TRUE,TRUE,-0.5238095238095238,SCI-vetted,2C,R10REST_ASIA,mort_per_1k,PM2.5 mortality,-5.039140000000003,High-CDR,0.9323174999999964,High-RE,FALSE
MESSAGEix,0,2,NA,58.099427500000004,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REST_ASIA,mort_per_1k,PM2.5 mortality,NA,NA,0.9323174999999964,High-RE,NA
POLES,41,0,54.92546,NA,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REST_ASIA,mort_per_1k,PM2.5 mortality,NA,NA,0.9323174999999964,High-RE,NA
REMIND,0,23,NA,60.70741,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REST_ASIA,mort_per_1k,PM2.5 mortality,NA,NA,0.9323174999999964,High-RE,NA
WITCH,0,28,NA,51.80558,NA,FALSE,FALSE,NA,SCI-vetted,2C,R10REST_ASIA,mort_per_1k,PM2.5 mortality,NA,NA,0.9323174999999964,High-RE,NA
GCAM,0,7,NA,461.0685690300176,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,Aggregated R10 regions,net_re_jobs_per_1k,Employment,NA,NA,120.68498719919197,High-RE,NA
IMAGE,26,4,64.14114177397528,333.5689907310176,269.42784895704233,TRUE,TRUE,0.8653846153846154,SCI-vetted,All ambitions,Aggregated R10 regions,net_re_jobs_per_1k,Employment,269.42784895704233,High-RE,120.68498719919197,High-RE,TRUE
MESSAGEix,0,3,NA,322.2524611067893,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,Aggregated R10 regions,net_re_jobs_per_1k,Employment,NA,NA,120.68498719919197,High-RE,NA
POLES,43,0,197.91594875365905,NA,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,Aggregated R10 regions,net_re_jobs_per_1k,Employment,NA,NA,120.68498719919197,High-RE,NA
REMIND,0,27,NA,445.480206748309,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,Aggregated R10 regions,net_re_jobs_per_1k,Employment,NA,NA,120.68498719919197,High-RE,NA
WITCH,0,28,NA,282.4574963461889,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,Aggregated R10 regions,net_re_jobs_per_1k,Employment,NA,NA,120.68498719919197,High-RE,NA
GCAM,0,7,NA,15.765233015591038,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,Aggregated R10 regions,gap_GJ_pc,DLE gap,NA,NA,0.7163342078754305,High-RE,NA
IMAGE,26,4,16.313886491944857,15.531332479626492,-0.7825540123183643,TRUE,TRUE,0.17307692307692307,SCI-vetted,All ambitions,Aggregated R10 regions,gap_GJ_pc,DLE gap,0.7825540123183643,High-RE,0.7163342078754305,High-RE,TRUE
MESSAGEix,0,3,NA,23.898997370880046,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,Aggregated R10 regions,gap_GJ_pc,DLE gap,NA,NA,0.7163342078754305,High-RE,NA
POLES,43,0,20.63716606846719,NA,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,Aggregated R10 regions,gap_GJ_pc,DLE gap,NA,NA,0.7163342078754305,High-RE,NA
REMIND,0,27,NA,11.946313038346862,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,Aggregated R10 regions,gap_GJ_pc,DLE gap,NA,NA,0.7163342078754305,High-RE,NA
WITCH,0,28,NA,34.49302602413407,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,Aggregated R10 regions,gap_GJ_pc,DLE gap,NA,NA,0.7163342078754305,High-RE,NA
GCAM,0,7,NA,6.046186433566785,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,Aggregated R10 regions,headcount_pct,Deprived headcount,NA,NA,0.08842920149916633,High-RE,NA
IMAGE,26,4,6.061609935954439,5.352908606744581,-0.7087013292098581,TRUE,TRUE,0.34615384615384615,SCI-vetted,All ambitions,Aggregated R10 regions,headcount_pct,Deprived headcount,0.7087013292098581,High-RE,0.08842920149916633,High-RE,TRUE
MESSAGEix,0,3,NA,8.684231501635708,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,Aggregated R10 regions,headcount_pct,Deprived headcount,NA,NA,0.08842920149916633,High-RE,NA
POLES,43,0,7.534701131085483,NA,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,Aggregated R10 regions,headcount_pct,Deprived headcount,NA,NA,0.08842920149916633,High-RE,NA
REMIND,0,27,NA,4.1912198043353595,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,Aggregated R10 regions,headcount_pct,Deprived headcount,NA,NA,0.08842920149916633,High-RE,NA
WITCH,0,28,NA,13.63353883472935,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,Aggregated R10 regions,headcount_pct,Deprived headcount,NA,NA,0.08842920149916633,High-RE,NA
GCAM,0,6,NA,459.8095275,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,Aggregated R10 regions,mort_per_1k,PM2.5 mortality,NA,NA,-22.25020999999998,High-CDR,NA
IMAGE,25,4,521.06608,495.8393575,-25.22672250000005,TRUE,TRUE,0.56,SCI-vetted,All ambitions,Aggregated R10 regions,mort_per_1k,PM2.5 mortality,25.22672250000005,High-RE,-22.25020999999998,High-CDR,FALSE
MESSAGEix,0,2,NA,458.1691225,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,Aggregated R10 regions,mort_per_1k,PM2.5 mortality,NA,NA,-22.25020999999998,High-CDR,NA
POLES,43,0,407.65341,NA,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,Aggregated R10 regions,mort_per_1k,PM2.5 mortality,NA,NA,-22.25020999999998,High-CDR,NA
REMIND,0,26,NA,439.77837250000005,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,Aggregated R10 regions,mort_per_1k,PM2.5 mortality,NA,NA,-22.25020999999998,High-CDR,NA
WITCH,0,28,NA,439.4157075,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,Aggregated R10 regions,mort_per_1k,PM2.5 mortality,NA,NA,-22.25020999999998,High-CDR,NA
GCAM,0,7,NA,873.9988304293952,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10AFRICA,net_re_jobs_per_1k,Employment,NA,NA,162.6114338307927,High-RE,NA
IMAGE,26,4,112.19633606224073,672.9364568264348,560.740120764194,TRUE,TRUE,0.9038461538461539,SCI-vetted,All ambitions,R10AFRICA,net_re_jobs_per_1k,Employment,560.740120764194,High-RE,162.6114338307927,High-RE,TRUE
MESSAGEix,0,3,NA,369.5377180587825,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10AFRICA,net_re_jobs_per_1k,Employment,NA,NA,162.6114338307927,High-RE,NA
POLES,43,0,306.68972006925696,NA,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10AFRICA,net_re_jobs_per_1k,Employment,NA,NA,162.6114338307927,High-RE,NA
REMIND,0,28,NA,683.1622264801213,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10AFRICA,net_re_jobs_per_1k,Employment,NA,NA,162.6114338307927,High-RE,NA
WITCH,0,28,NA,108.33672784574844,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10AFRICA,net_re_jobs_per_1k,Employment,NA,NA,162.6114338307927,High-RE,NA
GCAM,0,7,NA,61.714375968807246,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10AFRICA,gap_GJ_pc,DLE gap,NA,NA,9.691942110102346,High-RE,NA
IMAGE,26,4,66.12718085321637,56.03633536520806,-10.090845488008313,TRUE,TRUE,0.6153846153846154,SCI-vetted,All ambitions,R10AFRICA,gap_GJ_pc,DLE gap,10.090845488008313,High-RE,9.691942110102346,High-RE,TRUE
MESSAGEix,0,3,NA,123.86965556281179,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10AFRICA,gap_GJ_pc,DLE gap,NA,NA,9.691942110102346,High-RE,NA
POLES,43,0,88.89802989203766,NA,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10AFRICA,gap_GJ_pc,DLE gap,NA,NA,9.691942110102346,High-RE,NA
REMIND,0,28,NA,46.389376567128735,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10AFRICA,gap_GJ_pc,DLE gap,NA,NA,9.691942110102346,High-RE,NA
WITCH,0,28,NA,172.8307236496028,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10AFRICA,gap_GJ_pc,DLE gap,NA,NA,9.691942110102346,High-RE,NA
GCAM,0,7,NA,26.50347579180113,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10AFRICA,headcount_pct,Deprived headcount,NA,NA,1.4587374379286793,High-RE,NA
IMAGE,26,4,26.917933968749765,21.05342019106135,-5.8645137776884155,TRUE,TRUE,0.6730769230769231,SCI-vetted,All ambitions,R10AFRICA,headcount_pct,Deprived headcount,5.8645137776884155,High-RE,1.4587374379286793,High-RE,TRUE
MESSAGEix,0,3,NA,46.61624570812624,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10AFRICA,headcount_pct,Deprived headcount,NA,NA,1.4587374379286793,High-RE,NA
POLES,43,0,34.945754086811846,NA,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10AFRICA,headcount_pct,Deprived headcount,NA,NA,1.4587374379286793,High-RE,NA
REMIND,0,28,NA,18.165734049642452,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10AFRICA,headcount_pct,Deprived headcount,NA,NA,1.4587374379286793,High-RE,NA
WITCH,0,28,NA,72.32674112609469,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10AFRICA,headcount_pct,Deprived headcount,NA,NA,1.4587374379286793,High-RE,NA
GCAM,0,6,NA,82.040665,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10AFRICA,mort_per_1k,PM2.5 mortality,NA,NA,-4.660449999999997,High-CDR,NA
IMAGE,25,4,77.36427,78.24088499999999,0.8766149999999868,TRUE,TRUE,-0.24,SCI-vetted,All ambitions,R10AFRICA,mort_per_1k,PM2.5 mortality,-0.8766149999999868,High-CDR,-4.660449999999997,High-CDR,TRUE
MESSAGEix,0,2,NA,75.12715750000001,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10AFRICA,mort_per_1k,PM2.5 mortality,NA,NA,-4.660449999999997,High-CDR,NA
POLES,43,0,72.75155,NA,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10AFRICA,mort_per_1k,PM2.5 mortality,NA,NA,-4.660449999999997,High-CDR,NA
REMIND,0,26,NA,78.86667249999999,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10AFRICA,mort_per_1k,PM2.5 mortality,NA,NA,-4.660449999999997,High-CDR,NA
WITCH,0,28,NA,67.27417750000001,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10AFRICA,mort_per_1k,PM2.5 mortality,NA,NA,-4.660449999999997,High-CDR,NA
GCAM,0,7,NA,246.9254661705061,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10CHINA+,net_re_jobs_per_1k,Employment,NA,NA,125.03634780796779,High-RE,NA
IMAGE,26,4,35.60879480016085,156.60304450755362,120.99424970739277,TRUE,TRUE,0.75,SCI-vetted,All ambitions,R10CHINA+,net_re_jobs_per_1k,Employment,120.99424970739277,High-RE,125.03634780796779,High-RE,TRUE
MESSAGEix,0,3,NA,227.55598156768286,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10CHINA+,net_re_jobs_per_1k,Employment,NA,NA,125.03634780796779,High-RE,NA
POLES,43,0,159.26791131965868,NA,NA,FALSE,FALSE,NA,SCI-vetted,All ambitions,R10CHINA+,net_re_jobs_per_1k,Employment,NA,NA,125.03634780796779,High-RE,NA
