approach,Model,Scenario,Ambition,Pathway,cmt_axis,portfolio_rule,Region,n_decades,cumulative_pm25_deaths,cumulative_pm25_deaths_mln
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2100-NDCp,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13278335,13.278335
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2100-NDCp,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,60827140,60.82714
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2100-NDCp,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,443963435,443.963435
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,78651940,78.65194
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,78116190,78.11619
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,11160840,11.16084
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,109384635,109.384635
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,15714125,15.714125
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,46458555,46.458555
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,8941300,8.9413
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,3598035,3.598035
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13133825,13.133825
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,57402790,57.40279
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,422562235,422.562235
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000-COV,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,78604020,78.60402
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000-COV,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,77862555,77.862555
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000-COV,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,11180250,11.18025
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000-COV,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,112423460,112.42346
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000-COV,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,15698695,15.698695
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000-COV,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,46322325,46.322325
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000-COV,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,8926390,8.92639
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000-COV,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,3603705,3.603705
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000-COV,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13108925,13.108925
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000-COV,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,57829225,57.829225
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000-COV,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,425559550,425.55955
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,78649630,78.64963
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,78117490,78.11749
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,11165460,11.16546
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,109490475,109.490475
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,15714125,15.714125
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,46458555,46.458555
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,8941300,8.9413
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,3592345,3.592345
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13133825,13.133825
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,57408830,57.40883
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,422672035,422.672035
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f-COV,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,78608830,78.60883
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f-COV,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,77846615,77.846615
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f-COV,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,11178885,11.178885
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f-COV,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,112531095,112.531095
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f-COV,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,15698695,15.698695
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f-COV,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,46311570,46.31157
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f-COV,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,8926390,8.92639
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f-COV,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,3603705,3.603705
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f-COV,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13108925,13.108925
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f-COV,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,57808830,57.80883
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f-COV,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,425623540,425.62354
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,78753245,78.753245
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,78713720,78.71372
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,11194060,11.19406
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,113338370,113.33837
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,15744805,15.744805
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,46550585,46.550585
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,8955180,8.95518
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,3604975,3.604975
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13177545,13.177545
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,58257680,58.25768
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,428290165,428.290165
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,78751225,78.751225
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,78770730,78.77073
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,11194450,11.19445
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,113429315,113.429315
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,15744805,15.744805
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,46547435,46.547435
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,8955180,8.95518
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,3604975,3.604975
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13173135,13.173135
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,58262220,58.26222
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,428433470,428.43347
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,78820155,78.820155
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,79458925,79.458925
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,11222855,11.222855
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,116645720,116.64572
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,15763325,15.763325
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,46656080,46.65608
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,8973700,8.9737
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,3615875,3.615875
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13210255,13.210255
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,58879985,58.879985
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,433246875,433.246875
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,78820155,78.820155
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,79458925,79.458925
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,11222855,11.222855
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,116645720,116.64572
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,15763325,15.763325
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,46656080,46.65608
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,8973700,8.9737
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,3615875,3.615875
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13210255,13.210255
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,58879985,58.879985
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,433246875,433.246875
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1600,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,78929635,78.929635
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1600,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,80274985,80.274985
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1600,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,11310950,11.31095
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1600,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,119372985,119.372985
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1600,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,15789965,15.789965
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1600,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,46730820,46.73082
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1600,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,8973700,8.9737
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1600,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,3621505,3.621505
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1600,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13258825,13.258825
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1600,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,59619610,59.61961
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1600,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,437882980,437.88298
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1600f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,78929635,78.929635
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1600f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,80274985,80.274985
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1600f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,11310950,11.31095
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1600f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,119372985,119.372985
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1600f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,15789965,15.789965
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1600f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,46730820,46.73082
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1600f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,8973700,8.9737
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1600f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,3621505,3.621505
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1600f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13258825,13.258825
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1600f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,59619610,59.61961
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1600f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,437882980,437.88298
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1800,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,79284555,79.284555
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1800,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,81241205,81.241205
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1800,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,11369820,11.36982
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1800,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,123881410,123.88141
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1800,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,15829535,15.829535
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1800,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,46797770,46.79777
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1800,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,8995000,8.995
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1800,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,3631270,3.63127
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1800,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13281365,13.281365
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1800,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,60599640,60.59964
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1800,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,444911570,444.91157
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1800f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,79240335,79.240335
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1800f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,81076655,81.076655
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1800f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,11366150,11.36615
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1800f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,123575525,123.575525
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1800f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,15829535,15.829535
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1800f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,46808330,46.80833
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1800f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,8990960,8.99096
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1800f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,3631270,3.63127
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1800f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13281365,13.281365
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1800f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,60599075,60.599075
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1800f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,444399200,444.3992
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-2000,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,78954095,78.954095
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-2000,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,78478390,78.47839
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-2000,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,10916050,10.91605
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-2000,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,126924215,126.924215
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-2000,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,14702700,14.7027
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-2000,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,46610350,46.61035
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-2000,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,8113050,8.11305
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-2000,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,3630585,3.630585
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-2000,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13293515,13.293515
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-2000,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,60866940,60.86694
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-2000,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,442489890,442.48989
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-2000f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,78919005,78.919005
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-2000f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,78438900,78.4389
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-2000f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,10917905,10.917905
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-2000f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,126625940,126.62594
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-2000f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,14697520,14.69752
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-2000f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,46625730,46.62573
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-2000f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,8113050,8.11305
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-2000f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,3633130,3.63313
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-2000f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13293515,13.293515
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-2000f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,60789055,60.789055
A,REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-2000f,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,442053750,442.05375
