database,ambition_view,Region,model_family,metric,label,unit,Pathway,n,median
SCI-vetted,2C,Aggregated R10 regions,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,41,0.4358319282444745
SCI-vetted,2C,Aggregated R10 regions,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,0,NA
SCI-vetted,2C,Aggregated R10 regions,POLES,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,41,55902.243225551734
SCI-vetted,2C,Aggregated R10 regions,POLES,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,0,NA
SCI-vetted,2C,Aggregated R10 regions,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,41,197.9159487536588
SCI-vetted,2C,Aggregated R10 regions,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,0,NA
SCI-vetted,2C,Aggregated R10 regions,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,41,361.30912860385376
SCI-vetted,2C,Aggregated R10 regions,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,0,NA
SCI-vetted,2C,Aggregated R10 regions,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,41,366.3670355375131
SCI-vetted,2C,Aggregated R10 regions,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,0,NA
SCI-vetted,2C,Aggregated R10 regions,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,Aggregated R10 regions,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,24,5.347664089293802
SCI-vetted,2C,Aggregated R10 regions,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,0,NA
SCI-vetted,2C,Aggregated R10 regions,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,24,3.9125002415798478
SCI-vetted,2C,Aggregated R10 regions,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,0,NA
SCI-vetted,2C,Aggregated R10 regions,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,24,0.31771510105172035
SCI-vetted,2C,Aggregated R10 regions,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,0,NA
SCI-vetted,2C,Aggregated R10 regions,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,24,64935.47333476
SCI-vetted,2C,Aggregated R10 regions,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,Aggregated R10 regions,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,24,443.24439947572955
SCI-vetted,2C,Aggregated R10 regions,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,Aggregated R10 regions,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,24,531.4012089988188
SCI-vetted,2C,Aggregated R10 regions,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,Aggregated R10 regions,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,24,537.0870928321551
SCI-vetted,2C,Aggregated R10 regions,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,Aggregated R10 regions,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,28,6.106241507334113
SCI-vetted,2C,Aggregated R10 regions,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,0,NA
SCI-vetted,2C,Aggregated R10 regions,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,28,5.891827957977181
SCI-vetted,2C,Aggregated R10 regions,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,0,NA
SCI-vetted,2C,Aggregated R10 regions,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,28,0.33631756249375155
SCI-vetted,2C,Aggregated R10 regions,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,0,NA
SCI-vetted,2C,Aggregated R10 regions,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,28,76942.0059518104
SCI-vetted,2C,Aggregated R10 regions,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,Aggregated R10 regions,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,28,282.4574963461886
SCI-vetted,2C,Aggregated R10 regions,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,Aggregated R10 regions,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,28,397.8122418842279
SCI-vetted,2C,Aggregated R10 regions,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,Aggregated R10 regions,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,28,403.8972149067654
SCI-vetted,2C,R10AFRICA,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,5,8.164439453389003
SCI-vetted,2C,R10AFRICA,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,5,7.420714547085019
SCI-vetted,2C,R10AFRICA,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,5,0.058020529556605374
SCI-vetted,2C,R10AFRICA,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,5,16373.043529417368
SCI-vetted,2C,R10AFRICA,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,5,802.7137688079739
SCI-vetted,2C,R10AFRICA,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,5,839.2338090703995
SCI-vetted,2C,R10AFRICA,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,5,847.7440576313242
SCI-vetted,2C,R10AFRICA,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,22,1.5552369268571713
SCI-vetted,2C,R10AFRICA,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,3,5.725769165885881
SCI-vetted,2C,R10AFRICA,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,22,1.1632078627914453
SCI-vetted,2C,R10AFRICA,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,3,4.884267366358904
SCI-vetted,2C,R10AFRICA,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,22,0.08569527648188854
SCI-vetted,2C,R10AFRICA,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,3,0.09709903227852511
SCI-vetted,2C,R10AFRICA,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,22,2627.8550800085313
SCI-vetted,2C,R10AFRICA,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,3,11499.026499632442
SCI-vetted,2C,R10AFRICA,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,22,97.89961241669383
SCI-vetted,2C,R10AFRICA,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,3,665.3867364779974
SCI-vetted,2C,R10AFRICA,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,22,217.07897404005894
SCI-vetted,2C,R10AFRICA,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,3,747.6976245791285
SCI-vetted,2C,R10AFRICA,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,22,218.74250683633858
SCI-vetted,2C,R10AFRICA,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,3,753.4233937450144
SCI-vetted,2C,R10AFRICA,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,3,1.1734816098934786
SCI-vetted,2C,R10AFRICA,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,3,1.2003927625797954
SCI-vetted,2C,R10AFRICA,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,3,0.01605396107304145
SCI-vetted,2C,R10AFRICA,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,3,3083.787902229872
SCI-vetted,2C,R10AFRICA,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,3,369.53771805878245
SCI-vetted,2C,R10AFRICA,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,3,375.1985653381239
SCI-vetted,2C,R10AFRICA,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,3,376.3720469480174
SCI-vetted,2C,R10AFRICA,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,41,2.5151763780125354
SCI-vetted,2C,R10AFRICA,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,0,NA
SCI-vetted,2C,R10AFRICA,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,41,2.1454601279312464
SCI-vetted,2C,R10AFRICA,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,0,NA
SCI-vetted,2C,R10AFRICA,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,41,0.08263499374949163
SCI-vetted,2C,R10AFRICA,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,0,NA
SCI-vetted,2C,R10AFRICA,POLES,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,41,4947.900240533799
SCI-vetted,2C,R10AFRICA,POLES,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,0,NA
SCI-vetted,2C,R10AFRICA,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,41,306.68972006925725
SCI-vetted,2C,R10AFRICA,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,0,NA
SCI-vetted,2C,R10AFRICA,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,41,401.8629491721265
SCI-vetted,2C,R10AFRICA,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,0,NA
SCI-vetted,2C,R10AFRICA,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,41,404.3831181162064
SCI-vetted,2C,R10AFRICA,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,0,NA
SCI-vetted,2C,R10AFRICA,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,25,2.4102219033329018
SCI-vetted,2C,R10AFRICA,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,25,2.7188050554267034
SCI-vetted,2C,R10AFRICA,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,25,0.013556093273336059
SCI-vetted,2C,R10AFRICA,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,25,6877.679779999998
SCI-vetted,2C,R10AFRICA,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,25,673.866308654547
SCI-vetted,2C,R10AFRICA,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,25,700.8155958108092
SCI-vetted,2C,R10AFRICA,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,25,704.2717725368723
SCI-vetted,2C,R10AFRICA,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,28,1.9200901903719874
SCI-vetted,2C,R10AFRICA,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,28,1.5499183303701853
SCI-vetted,2C,R10AFRICA,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,28,0.08469885159783276
SCI-vetted,2C,R10AFRICA,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,28,3488.861463857724
SCI-vetted,2C,R10AFRICA,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,28,108.33672784574858
SCI-vetted,2C,R10AFRICA,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,28,153.55678529282045
SCI-vetted,2C,R10AFRICA,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10AFRICA,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,28,155.46917411499683
SCI-vetted,2C,R10CHINA+,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10CHINA+,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,5,7.677892134639081
SCI-vetted,2C,R10CHINA+,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10CHINA+,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,5,4.7113739787270275
SCI-vetted,2C,R10CHINA+,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10CHINA+,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,5,0.9369910055255469
SCI-vetted,2C,R10CHINA+,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,0,NA
SCI-vetted,2C,R10CHINA+,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,5,18135.19918143565
SCI-vetted,2C,R10CHINA+,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10CHINA+,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,5,239.70434519538117
SCI-vetted,2C,R10CHINA+,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10CHINA+,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,5,360.24130603623524
SCI-vetted,2C,R10CHINA+,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10CHINA+,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,5,368.04644759799595
SCI-vetted,2C,R10CHINA+,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,22,3.2414717178432486
SCI-vetted,2C,R10CHINA+,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,3,7.543387559125853
SCI-vetted,2C,R10CHINA+,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,22,2.867080255164405
SCI-vetted,2C,R10CHINA+,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,3,5.265319739587305
SCI-vetted,2C,R10CHINA+,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,22,0.6574410351048775
SCI-vetted,2C,R10CHINA+,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,3,1.2160750726381746
SCI-vetted,2C,R10CHINA+,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,22,5258.9336202150735
SCI-vetted,2C,R10CHINA+,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,3,16184.97341031182
SCI-vetted,2C,R10CHINA+,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,22,29.8903936958381
SCI-vetted,2C,R10CHINA+,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,3,126.70987867411615
SCI-vetted,2C,R10CHINA+,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,22,208.28245671503316
SCI-vetted,2C,R10CHINA+,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,3,387.8133474169905
SCI-vetted,2C,R10CHINA+,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,22,211.41937343188536
SCI-vetted,2C,R10CHINA+,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,3,396.1096431974228
SCI-vetted,2C,R10CHINA+,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10CHINA+,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,3,5.126176873310396
SCI-vetted,2C,R10CHINA+,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10CHINA+,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,3,4.920518063996087
SCI-vetted,2C,R10CHINA+,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10CHINA+,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,3,1.085374028325142
SCI-vetted,2C,R10CHINA+,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,0,NA
SCI-vetted,2C,R10CHINA+,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,3,12374.085987912611
SCI-vetted,2C,R10CHINA+,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10CHINA+,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,3,227.5559815676823
SCI-vetted,2C,R10CHINA+,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10CHINA+,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,3,347.8161065663823
SCI-vetted,2C,R10CHINA+,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,0,NA
SCI-vetted,2C,R10CHINA+,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,3,352.9422834396927
SCI-vetted,2C,R10CHINA+,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,41,7.373340709316207
SCI-vetted,2C,R10CHINA+,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,0,NA
SCI-vetted,2C,R10CHINA+,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,41,5.572476202738824
SCI-vetted,2C,R10CHINA+,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,0,NA
SCI-vetted,2C,R10CHINA+,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,41,1.1495426083495204
SCI-vetted,2C,R10CHINA+,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,0,NA
SCI-vetted,2C,R10CHINA+,POLES,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,41,14649.800322642715
SCI-vetted,2C,R10CHINA+,POLES,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,0,NA
SCI-vetted,2C,R10CHINA+,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,41,145.64821013560362
SCI-vetted,2C,R10CHINA+,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,0,NA
SCI-vetted,2C,R10CHINA+,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,41,431.8661067961319
SCI-vetted,2C,R10CHINA+,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,0,NA
