database,ambition_view,Region,metric,label,unit,n_High-CMT,n_High-RE,median_High-CMT,median_High-RE,raw_difference_high_re_minus_high_cmt,favours_more_employment
Full,2C,R10PAC_OECD,inferred_retirements_GW,Inferred retired capacity,GW,212,234,1118.1480543018652,1212.632665,94.48461069813493,High-RE
Full,2C,R10PAC_OECD,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",212,234,75.20382360287476,97.86592315041253,22.662099547537764,High-RE
Full,2C,R10PAC_OECD,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",212,234,159.53597848541696,147.16271750904605,-12.373260976370915,High-CMT
Full,2C,R10PAC_OECD,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",212,234,161.52666424334083,149.84741612388564,-11.679248119455195,High-CMT
Full,2C,R10REF_ECON,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",215,238,14.849761687783326,16.889216387376727,2.039454699593401,High-RE
Full,2C,R10REF_ECON,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",215,238,6.342167823755135,8.27549522057219,1.9333273968170541,High-RE
Full,2C,R10REF_ECON,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",215,238,1.3299573878085684,1.0656868028367261,-0.2642705849718423,High-CMT
Full,2C,R10REF_ECON,inferred_retirements_GW,Inferred retired capacity,GW,215,238,1347.0283172331526,2314.23689,967.2085727668475,High-RE
Full,2C,R10REF_ECON,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",215,238,383.21035306075476,605.4554252313136,222.24507217055884,High-RE
Full,2C,R10REF_ECON,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",215,238,754.8991384411358,882.2227130439016,127.3235746027658,High-RE
Full,2C,R10REF_ECON,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",215,238,761.7164595646412,893.66606850074,131.9496089360988,High-RE
Full,2C,R10REST_ASIA,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",212,238,2.425599471792458,6.552989679967377,4.127390208174919,High-RE
Full,2C,R10REST_ASIA,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",212,238,1.4114671734466115,6.077123874715566,4.665656701268954,High-RE
Full,2C,R10REST_ASIA,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",212,238,0.1812526486237939,0.18646460414889435,0.0052119555251004535,High-RE
