database,ambition_view,Region,metric,label,unit,Pathway,n,median
Full,All ambitions pooled,R10LATIN_AM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,273,4.568877650986112
Full,All ambitions pooled,R10LATIN_AM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,305,7.7563275709350314
Full,All ambitions pooled,R10LATIN_AM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,273,2.6750541722697783
Full,All ambitions pooled,R10LATIN_AM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,305,3.9473508965111868
Full,All ambitions pooled,R10LATIN_AM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,273,0.1291998365359408
Full,All ambitions pooled,R10LATIN_AM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,305,0.062064495422964674
Full,All ambitions pooled,R10LATIN_AM,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,273,2376.8870446042943
Full,All ambitions pooled,R10LATIN_AM,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,305,5468.94823
Full,All ambitions pooled,R10LATIN_AM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,273,183.420118056418
Full,All ambitions pooled,R10LATIN_AM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,305,398.0695925459351
Full,All ambitions pooled,R10LATIN_AM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,273,291.7967534747868
Full,All ambitions pooled,R10LATIN_AM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,305,450.47754826332476
Full,All ambitions pooled,R10LATIN_AM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,273,294.171260552668
Full,All ambitions pooled,R10LATIN_AM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,305,458.5050040820384
Full,All ambitions pooled,R10MIDDLE_EAST,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,270,2.685118194110455
Full,All ambitions pooled,R10MIDDLE_EAST,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,305,5.846380363518558
Full,All ambitions pooled,R10MIDDLE_EAST,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,270,1.7164513422469354
Full,All ambitions pooled,R10MIDDLE_EAST,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,305,4.186895223123635
Full,All ambitions pooled,R10MIDDLE_EAST,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,270,0.021708437570991
Full,All ambitions pooled,R10MIDDLE_EAST,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,305,0.017809413720304243
Full,All ambitions pooled,R10MIDDLE_EAST,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,270,2099.506431825518
Full,All ambitions pooled,R10MIDDLE_EAST,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,305,6774.046953367943
Full,All ambitions pooled,R10MIDDLE_EAST,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,270,225.07731715469998
Full,All ambitions pooled,R10MIDDLE_EAST,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,305,608.806680607934
Full,All ambitions pooled,R10MIDDLE_EAST,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,270,398.42287416027034
Full,All ambitions pooled,R10MIDDLE_EAST,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,305,696.5378744470493
Full,All ambitions pooled,R10MIDDLE_EAST,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,270,402.7951258275623
Full,All ambitions pooled,R10MIDDLE_EAST,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,305,702.3842548105678
Full,All ambitions pooled,R10NORTH_AM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,273,5.3926650321608145
Full,All ambitions pooled,R10NORTH_AM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,305,7.051750154125175
Full,All ambitions pooled,R10NORTH_AM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,273,2.735182987839836
Full,All ambitions pooled,R10NORTH_AM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,305,3.9576446870335396
Full,All ambitions pooled,R10NORTH_AM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,273,0.06475432043802722
Full,All ambitions pooled,R10NORTH_AM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,305,0.051438409599863
Full,All ambitions pooled,R10NORTH_AM,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,273,4920.530293506477
Full,All ambitions pooled,R10NORTH_AM,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,305,9212.80685
Full,All ambitions pooled,R10NORTH_AM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,273,106.89969186045249
Full,All ambitions pooled,R10NORTH_AM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,305,237.4086104460792
Full,All ambitions pooled,R10NORTH_AM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,273,230.1895580767737
Full,All ambitions pooled,R10NORTH_AM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,305,297.19151733434956
Full,All ambitions pooled,R10NORTH_AM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,273,232.63881449596047
Full,All ambitions pooled,R10NORTH_AM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,305,301.5673634544589
Full,All ambitions pooled,R10PAC_OECD,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,270,3.5886178776740447
Full,All ambitions pooled,R10PAC_OECD,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,301,2.835192015940914
Full,All ambitions pooled,R10PAC_OECD,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,270,1.471099791381965
Full,All ambitions pooled,R10PAC_OECD,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,301,1.4529253006611198
Full,All ambitions pooled,R10PAC_OECD,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,270,0.39008716832701024
Full,All ambitions pooled,R10PAC_OECD,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,301,0.22035953356496324
Full,All ambitions pooled,R10PAC_OECD,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,270,1118.1480543018652
Full,All ambitions pooled,R10PAC_OECD,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,301,1300.14733799
Full,All ambitions pooled,R10PAC_OECD,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,270,76.89548972914763
Full,All ambitions pooled,R10PAC_OECD,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,301,100.83281890610252
Full,All ambitions pooled,R10PAC_OECD,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,270,161.3230066362504
Full,All ambitions pooled,R10PAC_OECD,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,301,151.29280512325124
Full,All ambitions pooled,R10PAC_OECD,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,270,162.62999611608052
Full,All ambitions pooled,R10PAC_OECD,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,301,154.1494413715546
Full,All ambitions pooled,R10REF_ECON,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,273,15.189794412775216
Full,All ambitions pooled,R10REF_ECON,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,305,17.37374465536635
Full,All ambitions pooled,R10REF_ECON,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,273,6.867290300107703
Full,All ambitions pooled,R10REF_ECON,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,305,8.877613719393821
Full,All ambitions pooled,R10REF_ECON,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,273,1.3303489947147449
Full,All ambitions pooled,R10REF_ECON,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,305,1.063663156315402
Full,All ambitions pooled,R10REF_ECON,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,273,1605.5630411919656
Full,All ambitions pooled,R10REF_ECON,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,305,2438.6021699999997
Full,All ambitions pooled,R10REF_ECON,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,273,405.15147145763837
Full,All ambitions pooled,R10REF_ECON,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,305,622.833229011556
Full,All ambitions pooled,R10REF_ECON,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,273,771.1855491716857
Full,All ambitions pooled,R10REF_ECON,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,305,885.5200032506611
Full,All ambitions pooled,R10REF_ECON,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,273,784.8466479759098
Full,All ambitions pooled,R10REF_ECON,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,305,902.3060990240814
Full,All ambitions pooled,R10REST_ASIA,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,270,2.7099188756808648
Full,All ambitions pooled,R10REST_ASIA,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,305,7.289052481722127
Full,All ambitions pooled,R10REST_ASIA,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,270,1.5674369808746271
Full,All ambitions pooled,R10REST_ASIA,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,305,7.155927948287844
Full,All ambitions pooled,R10REST_ASIA,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,270,0.18051659292257743
Full,All ambitions pooled,R10REST_ASIA,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,305,0.18697666949944364
Full,All ambitions pooled,R10REST_ASIA,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,270,2808.1654810123136
Full,All ambitions pooled,R10REST_ASIA,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,305,11742.987620000002
Full,All ambitions pooled,R10REST_ASIA,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,270,131.72707865931034
Full,All ambitions pooled,R10REST_ASIA,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,305,618.56090826453
Full,All ambitions pooled,R10REST_ASIA,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,270,186.43955004997034
Full,All ambitions pooled,R10REST_ASIA,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,305,661.6657610805556
Full,All ambitions pooled,R10REST_ASIA,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,270,188.7577226535162
Full,All ambitions pooled,R10REST_ASIA,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,305,666.2834764812283
SCI-vetted,1.5C,Aggregated R10 regions,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,6,5.513840615632901
SCI-vetted,1.5C,Aggregated R10 regions,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,6,7.173030404039274
SCI-vetted,1.5C,Aggregated R10 regions,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,6,4.314766856710596
SCI-vetted,1.5C,Aggregated R10 regions,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,6,5.304472207438143
SCI-vetted,1.5C,Aggregated R10 regions,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,6,0.518406093226802
SCI-vetted,1.5C,Aggregated R10 regions,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,6,0.3163831059774127
SCI-vetted,1.5C,Aggregated R10 regions,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,6,62647.20473894474
SCI-vetted,1.5C,Aggregated R10 regions,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,6,87863.3426022057
SCI-vetted,1.5C,Aggregated R10 regions,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,6,265.7963950032669
SCI-vetted,1.5C,Aggregated R10 regions,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,6,551.6326683391102
SCI-vetted,1.5C,Aggregated R10 regions,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,6,452.84062443724986
SCI-vetted,1.5C,Aggregated R10 regions,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,6,591.6965053757485
SCI-vetted,1.5C,Aggregated R10 regions,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,6,458.3544650528828
SCI-vetted,1.5C,Aggregated R10 regions,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,6,601.0386573368169
SCI-vetted,1.5C,R10AFRICA,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,6,2.7044346031585293
SCI-vetted,1.5C,R10AFRICA,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,6,5.415224998212063
SCI-vetted,1.5C,R10AFRICA,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,6,2.699995257482808
SCI-vetted,1.5C,R10AFRICA,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,6,5.493025615280593
SCI-vetted,1.5C,R10AFRICA,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,6,0.08712333314072354
SCI-vetted,1.5C,R10AFRICA,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,6,0.027394345389809158
SCI-vetted,1.5C,R10AFRICA,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,6,5309.54974907008
SCI-vetted,1.5C,R10AFRICA,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,6,12417.658658247557
SCI-vetted,1.5C,R10AFRICA,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,6,352.1491980380507
SCI-vetted,1.5C,R10AFRICA,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,6,967.0607942565232
SCI-vetted,1.5C,R10AFRICA,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,6,455.2450914072018
SCI-vetted,1.5C,R10AFRICA,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,6,982.9255627149494
SCI-vetted,1.5C,R10AFRICA,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,6,457.9495260103603
SCI-vetted,1.5C,R10AFRICA,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,6,989.7250298597436
SCI-vetted,1.5C,R10CHINA+,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,6,6.2561242893330284
SCI-vetted,1.5C,R10CHINA+,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,6,6.380259125466418
SCI-vetted,1.5C,R10CHINA+,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,6,5.142479989550469
SCI-vetted,1.5C,R10CHINA+,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,6,4.457219097228454
SCI-vetted,1.5C,R10CHINA+,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,6,0.9712920931497758
SCI-vetted,1.5C,R10CHINA+,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,6,0.910666068771439
SCI-vetted,1.5C,R10CHINA+,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,6,12779.533222750415
SCI-vetted,1.5C,R10CHINA+,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,6,15189.366257174079
SCI-vetted,1.5C,R10CHINA+,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,6,175.8053805606002
SCI-vetted,1.5C,R10CHINA+,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,6,238.24980372174252
SCI-vetted,1.5C,R10CHINA+,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,6,361.40458246460247
SCI-vetted,1.5C,R10CHINA+,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,6,323.1406973831918
SCI-vetted,1.5C,R10CHINA+,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,6,367.99828334439655
SCI-vetted,1.5C,R10CHINA+,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,6,329.3796827148809
SCI-vetted,1.5C,R10EUROPE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,6,4.910559996054774
SCI-vetted,1.5C,R10EUROPE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,6,4.168271580951595
SCI-vetted,1.5C,R10EUROPE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,6,2.2340671587077208
SCI-vetted,1.5C,R10EUROPE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,6,2.099695359643966
SCI-vetted,1.5C,R10EUROPE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,6,0.9796601101372734
SCI-vetted,1.5C,R10EUROPE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,6,0.31270361226493837
SCI-vetted,1.5C,R10EUROPE,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,6,6323.166346666812
SCI-vetted,1.5C,R10EUROPE,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,6,6705.805212161468
SCI-vetted,1.5C,R10EUROPE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,6,32.55106448353118
SCI-vetted,1.5C,R10EUROPE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,6,126.50783022904228
SCI-vetted,1.5C,R10EUROPE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,6,188.64950936810925
SCI-vetted,1.5C,R10EUROPE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,6,175.40185291884063
SCI-vetted,1.5C,R10EUROPE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,6,193.61116390626546
SCI-vetted,1.5C,R10EUROPE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,6,179.57001505429795
SCI-vetted,1.5C,R10INDIA+,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,6,3.468400913526124
SCI-vetted,1.5C,R10INDIA+,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,6,4.24083121535016
SCI-vetted,1.5C,R10INDIA+,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,6,3.321928923641099
SCI-vetted,1.5C,R10INDIA+,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,6,4.705318276139175
SCI-vetted,1.5C,R10INDIA+,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,6,0.2680469699861353
SCI-vetted,1.5C,R10INDIA+,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,6,0.1713346525387372
SCI-vetted,1.5C,R10INDIA+,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,6,7849.17449995316
SCI-vetted,1.5C,R10INDIA+,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,6,11048.199977611825
SCI-vetted,1.5C,R10INDIA+,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,6,239.29911364413186
SCI-vetted,1.5C,R10INDIA+,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,6,684.7214880603261
SCI-vetted,1.5C,R10INDIA+,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,6,378.0846812844407
SCI-vetted,1.5C,R10INDIA+,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,6,710.5555964520207
SCI-vetted,1.5C,R10INDIA+,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,6,381.5530821979669
SCI-vetted,1.5C,R10INDIA+,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,6,715.617497270315
SCI-vetted,1.5C,R10LATIN_AM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,6,8.94676780976701
SCI-vetted,1.5C,R10LATIN_AM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,6,10.575543593398113
SCI-vetted,1.5C,R10LATIN_AM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,6,5.546003336106276
SCI-vetted,1.5C,R10LATIN_AM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,6,4.230735518673097
SCI-vetted,1.5C,R10LATIN_AM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,6,0.26339806301146584
SCI-vetted,1.5C,R10LATIN_AM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,6,0.072756451893790125
SCI-vetted,1.5C,R10LATIN_AM,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,6,4676.432582641111
SCI-vetted,1.5C,R10LATIN_AM,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,6,6132.2231873302535
SCI-vetted,1.5C,R10LATIN_AM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,6,237.53688000589068
SCI-vetted,1.5C,R10LATIN_AM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,6,363.3915184324545
SCI-vetted,1.5C,R10LATIN_AM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,6,551.1858311221163
SCI-vetted,1.5C,R10LATIN_AM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,6,434.3249421334295
SCI-vetted,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,6,560.1325989318832
SCI-vetted,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,6,444.9004857268276
SCI-vetted,1.5C,R10MIDDLE_EAST,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,6,3.731241162863733
SCI-vetted,1.5C,R10MIDDLE_EAST,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,6,8.271257968279166
SCI-vetted,1.5C,R10MIDDLE_EAST,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,6,3.007807002705806
SCI-vetted,1.5C,R10MIDDLE_EAST,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,6,4.791680627935564
SCI-vetted,1.5C,R10MIDDLE_EAST,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,6,0.05272552023729113
SCI-vetted,1.5C,R10MIDDLE_EAST,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,6,0.01616926169012104
SCI-vetted,1.5C,R10MIDDLE_EAST,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,6,2769.436760274234
SCI-vetted,1.5C,R10MIDDLE_EAST,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,6,7942.9840999200005
SCI-vetted,1.5C,R10MIDDLE_EAST,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,6,186.28541881046382
SCI-vetted,1.5C,R10MIDDLE_EAST,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,6,953.7629249994256
