database,ambition_view,Region,model_family,metric,label,unit,n_High-CMT,n_High-RE,median_High-CMT,median_High-RE,comparable,robust_3_per_arm,raw_difference_high_re_minus_high_cmt,favours_more_employment
Full,All ambitions pooled,Aggregated R10 regions,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",66,2,286.9030486416358,522.3297855142857,TRUE,FALSE,235.42673687264994,High-RE
Full,All ambitions pooled,Aggregated R10 regions,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",66,2,291.1634729947123,530.7782904129981,TRUE,FALSE,239.61481741828578,High-RE
Full,All ambitions pooled,Aggregated R10 regions,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",99,27,1.149501572302456,1.177935345442545,TRUE,TRUE,0.02843377314008899,High-RE
Full,All ambitions pooled,Aggregated R10 regions,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",99,27,0.5277778167131556,0.5450118962867386,TRUE,TRUE,0.017234079573583028,High-RE
Full,All ambitions pooled,Aggregated R10 regions,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",99,27,0.255269388518893,0.2569172277763357,TRUE,TRUE,0.0016478392574426626,High-RE
Full,All ambitions pooled,Aggregated R10 regions,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,99,27,7144.339574731317,8091.616897583365,TRUE,TRUE,947.2773228520482,High-RE
Full,All ambitions pooled,Aggregated R10 regions,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",99,27,186.61086789177673,217.19284330685014,TRUE,TRUE,30.5819754150734,High-RE
Full,All ambitions pooled,Aggregated R10 regions,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",99,27,279.21131403823875,305.7302089019079,TRUE,TRUE,26.518894863669118,High-RE
Full,All ambitions pooled,Aggregated R10 regions,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",99,27,280.35332609246854,306.8751917108435,TRUE,TRUE,26.52186561837499,High-RE
Full,All ambitions pooled,Aggregated R10 regions,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",60,9,5.151407911848112,1.8074116144129397,TRUE,TRUE,-3.3439962974351727,High-CMT
Full,All ambitions pooled,Aggregated R10 regions,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",60,9,3.742103917205468,1.0989947585150954,TRUE,TRUE,-2.6431091586903728,High-CMT
Full,All ambitions pooled,Aggregated R10 regions,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",60,9,0.41482119555093905,0.29233918939432024,TRUE,TRUE,-0.1224820061566188,High-CMT
Full,All ambitions pooled,Aggregated R10 regions,POLES,inferred_retirements_GW,Inferred retired capacity,GW,60,9,57162.49582215427,12878.56608887941,TRUE,TRUE,-44283.92973327486,High-CMT
Full,All ambitions pooled,Aggregated R10 regions,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",60,9,207.13785458381344,215.55877151973237,TRUE,TRUE,8.420916935918939,High-RE
Full,All ambitions pooled,Aggregated R10 regions,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",60,9,368.50109465223943,422.2327509203215,TRUE,TRUE,53.73165626808208,High-RE
Full,All ambitions pooled,Aggregated R10 regions,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",60,9,373.581713847144,424.0572961333819,TRUE,TRUE,50.47558228623791,High-RE
Full,All ambitions pooled,Aggregated R10 regions,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",1,220,4.567664641336618,6.2243260086785615,TRUE,FALSE,1.6566613673419432,High-RE
Full,All ambitions pooled,Aggregated R10 regions,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",1,220,3.166869412154913,5.576772632813198,TRUE,FALSE,2.4099032206582853,High-RE
Full,All ambitions pooled,Aggregated R10 regions,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",1,220,0.28333146380498353,0.2514564295262727,TRUE,FALSE,-0.031875034278710856,High-CMT
Full,All ambitions pooled,Aggregated R10 regions,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,1,220,52488.53908026,94753.31419,TRUE,FALSE,42264.77510974,High-RE
Full,All ambitions pooled,Aggregated R10 regions,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",1,220,327.3113397695073,571.4287496099785,TRUE,FALSE,244.11740984047117,High-RE
Full,All ambitions pooled,Aggregated R10 regions,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",1,220,364.53015319265774,641.1189632074642,TRUE,FALSE,276.5888100148064,High-RE
Full,All ambitions pooled,Aggregated R10 regions,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",1,220,369.0978178339944,647.242109486104,TRUE,FALSE,278.14429165210964,High-RE
Full,All ambitions pooled,Aggregated R10 regions,TIAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",12,0,0.9655516952374246,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,Aggregated R10 regions,TIAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",12,0,1.2819002305319347,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,Aggregated R10 regions,TIAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",12,0,0.00329799763365565,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,Aggregated R10 regions,TIAM,inferred_retirements_GW,Inferred retired capacity,GW,12,0,20058.48637635185,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,Aggregated R10 regions,TIAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",12,0,81.41048718389027,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,Aggregated R10 regions,TIAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",12,0,103.49540532038165,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,Aggregated R10 regions,TIAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",12,0,104.45879686184061,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,Aggregated R10 regions,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",8,16,6.349758469567412,1.3778758531306796,TRUE,TRUE,-4.971882616436733,High-CMT
Full,All ambitions pooled,Aggregated R10 regions,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",8,16,6.518078122922607,0.6607650657624216,TRUE,TRUE,-5.8573130571601855,High-CMT
Full,All ambitions pooled,Aggregated R10 regions,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",8,16,0.30897305811648024,0.2824314560529019,TRUE,TRUE,-0.026541602063578362,High-CMT
Full,All ambitions pooled,Aggregated R10 regions,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,8,16,82716.3188656127,8870.969888592315,TRUE,TRUE,-73845.34897702039,High-CMT
Full,All ambitions pooled,Aggregated R10 regions,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",8,16,310.8101370478147,240.1081177058487,TRUE,TRUE,-70.70201934196598,High-CMT
Full,All ambitions pooled,Aggregated R10 regions,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",8,16,428.8461704711664,322.4367544590174,TRUE,TRUE,-106.409416012149,High-CMT
Full,All ambitions pooled,Aggregated R10 regions,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",8,16,435.1959289407338,323.555643218059,TRUE,TRUE,-111.64028572267478,High-CMT
Full,All ambitions pooled,R10AFRICA,AIM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",21,14,1.9864312075179567,0.16146204074246448,TRUE,TRUE,-1.8249691667754921,High-CMT
Full,All ambitions pooled,R10AFRICA,AIM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",21,14,1.8913000045786594,0.03678777348996874,TRUE,TRUE,-1.8545122310886908,High-CMT
Full,All ambitions pooled,R10AFRICA,AIM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",21,14,0.0693037135032659,0.0143248929972099,TRUE,TRUE,-0.054978820506056,High-CMT
Full,All ambitions pooled,R10AFRICA,AIM,inferred_retirements_GW,Inferred retired capacity,GW,21,14,4521.51852,161.4818,TRUE,TRUE,-4360.03672,High-CMT
Full,All ambitions pooled,R10AFRICA,AIM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",21,14,170.75733645606147,197.01168805486378,TRUE,TRUE,26.254351598802316,High-RE
Full,All ambitions pooled,R10AFRICA,AIM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",21,14,208.2020779038232,203.94173027667725,TRUE,TRUE,-4.260347627145961,High-CMT
Full,All ambitions pooled,R10AFRICA,AIM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",21,14,210.18850911134115,204.0993457114182,TRUE,TRUE,-6.089163399922938,High-CMT
Full,All ambitions pooled,R10AFRICA,COFFEE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,8,NA,0.28666997609644124,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10AFRICA,COFFEE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,8,NA,0.09872646270851004,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10AFRICA,COFFEE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,8,NA,0.017422799694460166,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10AFRICA,COFFEE,inferred_retirements_GW,Inferred retired capacity,GW,0,8,NA,321.53768117749996,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10AFRICA,COFFEE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,8,NA,109.27225916449261,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10AFRICA,COFFEE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,8,NA,112.54233732850926,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10AFRICA,COFFEE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,8,NA,112.83411823428038,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10AFRICA,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",3,5,4.583866203057201,8.164439453389003,TRUE,TRUE,3.5805732503318017,High-RE
Full,All ambitions pooled,R10AFRICA,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",3,5,2.7312576686363115,7.982832923374217,TRUE,TRUE,5.251575254737906,High-RE
Full,All ambitions pooled,R10AFRICA,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",3,5,0.07531698559781398,0.058020529556605374,TRUE,TRUE,-0.017296456041208608,High-CMT
Full,All ambitions pooled,R10AFRICA,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,3,5,7237.991860305705,17317.985329901127,TRUE,TRUE,10079.993469595422,High-RE
Full,All ambitions pooled,R10AFRICA,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",3,5,230.4432050162031,1039.9152087160685,TRUE,TRUE,809.4720036998654,High-RE
Full,All ambitions pooled,R10AFRICA,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",3,5,318.0133027983541,1057.2467829290629,TRUE,TRUE,739.2334801307088,High-RE
Full,All ambitions pooled,R10AFRICA,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",3,5,322.59716900141126,1065.411222382452,TRUE,TRUE,742.8140533810408,High-RE
Full,All ambitions pooled,R10AFRICA,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",66,2,1.6426848540928534,6.150617468868427,TRUE,FALSE,4.507932614775574,High-RE
Full,All ambitions pooled,R10AFRICA,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",66,2,1.264477667282701,5.434789799279492,TRUE,FALSE,4.170312131996791,High-RE
Full,All ambitions pooled,R10AFRICA,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",66,2,0.07601912377812149,0.08343955629443747,TRUE,FALSE,0.007420432516315981,High-RE
Full,All ambitions pooled,R10AFRICA,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,66,2,2869.5609058925456,12463.972551601888,TRUE,FALSE,9594.411645709342,High-RE
Full,All ambitions pooled,R10AFRICA,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",66,2,181.37821805837706,711.5081403267297,TRUE,FALSE,530.1299222683526,High-RE
Full,All ambitions pooled,R10AFRICA,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",66,2,256.5379101089298,781.0432444892007,TRUE,FALSE,524.5053343802708,High-RE
Full,All ambitions pooled,R10AFRICA,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",66,2,258.0331475642134,787.1938619580692,TRUE,FALSE,529.1607143938559,High-RE
Full,All ambitions pooled,R10AFRICA,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",99,27,0.2545597887826645,0.2506029707352409,TRUE,TRUE,-0.003956818047423594,High-CMT
Full,All ambitions pooled,R10AFRICA,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",99,27,0.07929789639894301,0.06863640431783001,TRUE,TRUE,-0.010661492081113,High-CMT
Full,All ambitions pooled,R10AFRICA,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",99,27,0.02023479766362363,0.02077294285819119,TRUE,TRUE,5.381451945675603e-4,High-RE
Full,All ambitions pooled,R10AFRICA,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,99,27,284.73779050156986,320.15897299640005,TRUE,TRUE,35.42118249483019,High-RE
Full,All ambitions pooled,R10AFRICA,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",99,27,233.18635313481604,233.93069630905777,TRUE,TRUE,0.7443431742417204,High-RE
Full,All ambitions pooled,R10AFRICA,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",99,27,289.85176471304703,290.04751375803704,TRUE,TRUE,0.19574904499000922,High-RE
Full,All ambitions pooled,R10AFRICA,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",99,27,290.16311386136897,290.30136010908734,TRUE,TRUE,0.1382462477183708,High-RE
Full,All ambitions pooled,R10AFRICA,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",60,9,2.5263059994929518,0.24180106766034842,TRUE,TRUE,-2.284504931832603,High-CMT
Full,All ambitions pooled,R10AFRICA,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",60,9,2.208552242738288,0.05038663785607288,TRUE,TRUE,-2.1581656048822153,High-CMT
Full,All ambitions pooled,R10AFRICA,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",60,9,0.08890810811817931,0.011767064086709219,TRUE,TRUE,-0.0771410440314701,High-CMT
Full,All ambitions pooled,R10AFRICA,POLES,inferred_retirements_GW,Inferred retired capacity,GW,60,9,4994.654583348543,132.751877784729,TRUE,TRUE,-4861.902705563814,High-CMT
Full,All ambitions pooled,R10AFRICA,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",60,9,311.1791196222955,319.5647611516478,TRUE,TRUE,8.385641529352313,High-RE
Full,All ambitions pooled,R10AFRICA,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",60,9,411.940699914928,388.1725296206045,TRUE,TRUE,-23.76817029432351,High-CMT
Full,All ambitions pooled,R10AFRICA,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",60,9,414.3723988172095,388.4287040148198,TRUE,TRUE,-25.9436948023897,High-CMT
Full,All ambitions pooled,R10AFRICA,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",1,224,1.5718062679862652,3.5878733103710103,TRUE,FALSE,2.016067042384745,High-RE
Full,All ambitions pooled,R10AFRICA,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",1,224,1.637652019563249,4.194902797704934,TRUE,FALSE,2.557250778141685,High-RE
Full,All ambitions pooled,R10AFRICA,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",1,224,0.013617448053206154,0.012539766596020957,TRUE,FALSE,-0.0010776814571851964,High-CMT
Full,All ambitions pooled,R10AFRICA,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,1,224,4005.8443237700017,10348.695405,TRUE,FALSE,6342.851081229999,High-RE
Full,All ambitions pooled,R10AFRICA,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",1,224,485.1675157542864,900.6468169106331,TRUE,FALSE,415.4793011563467,High-RE
Full,All ambitions pooled,R10AFRICA,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",1,224,495.2983587937744,909.448320226062,TRUE,FALSE,414.1499614322876,High-RE
Full,All ambitions pooled,R10AFRICA,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",1,224,496.87016506176064,911.2877894026217,TRUE,FALSE,414.41762434086104,High-RE
Full,All ambitions pooled,R10AFRICA,TIAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",12,0,0.15358224999600967,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10AFRICA,TIAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",12,0,0.43550670421988547,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10AFRICA,TIAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",12,0,0,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10AFRICA,TIAM,inferred_retirements_GW,Inferred retired capacity,GW,12,0,1316.9416941837612,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10AFRICA,TIAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",12,0,50.32592827649492,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10AFRICA,TIAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",12,0,51.73139806508661,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10AFRICA,TIAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",12,0,51.858259836517064,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10AFRICA,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",8,16,2.07532207925356,0.6033672085583468,TRUE,TRUE,-1.4719548706952132,High-CMT
Full,All ambitions pooled,R10AFRICA,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",8,16,2.1569486679864323,0.6892076913405921,TRUE,TRUE,-1.4677409766458402,High-CMT
Full,All ambitions pooled,R10AFRICA,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",8,16,0.08002157702737007,0.0432762802232867,TRUE,TRUE,-0.03674529680408337,High-CMT
Full,All ambitions pooled,R10AFRICA,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,8,16,4661.407608169151,437.8324046536601,TRUE,TRUE,-4223.575203515491,High-CMT
Full,All ambitions pooled,R10AFRICA,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",8,16,185.938671957529,520.2958272976829,TRUE,TRUE,334.3571553401539,High-RE
Full,All ambitions pooled,R10AFRICA,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",8,16,221.98680312695575,543.5560562732376,TRUE,TRUE,321.5692531462818,High-RE
Full,All ambitions pooled,R10AFRICA,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",8,16,224.08081036681415,543.799956464167,TRUE,TRUE,319.7191460973529,High-RE
Full,All ambitions pooled,R10CHINA+,AIM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",21,14,9.75261292132832,2.5742577664227007,TRUE,TRUE,-7.178355154905619,High-CMT
Full,All ambitions pooled,R10CHINA+,AIM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",21,14,10.242321061871472,1.6745453965167463,TRUE,TRUE,-8.567775665354725,High-CMT
Full,All ambitions pooled,R10CHINA+,AIM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",21,14,1.3559248897736245,0.9733178963324657,TRUE,TRUE,-0.3826069934411588,High-CMT
Full,All ambitions pooled,R10CHINA+,AIM,inferred_retirements_GW,Inferred retired capacity,GW,21,14,25765.633179999997,2524.92245,TRUE,TRUE,-23240.71073,High-CMT
Full,All ambitions pooled,R10CHINA+,AIM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",21,14,302.03333112626615,176.1355804123018,TRUE,TRUE,-125.89775071396434,High-CMT
Full,All ambitions pooled,R10CHINA+,AIM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",21,14,662.4235667275213,530.6724589312491,TRUE,TRUE,-131.7511077962722,High-CMT
Full,All ambitions pooled,R10CHINA+,AIM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",21,14,672.220306431907,532.9763123306018,TRUE,TRUE,-139.24399410130525,High-CMT
Full,All ambitions pooled,R10CHINA+,COFFEE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,8,NA,1.3773635026650788,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10CHINA+,COFFEE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,8,NA,1.185942883180009,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10CHINA+,COFFEE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,8,NA,0.561455381154549,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10CHINA+,COFFEE,inferred_retirements_GW,Inferred retired capacity,GW,0,8,NA,1645.2889998250007,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10CHINA+,COFFEE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,8,NA,276.78233581195065,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10CHINA+,COFFEE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,8,NA,321.1745862350009,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10CHINA+,COFFEE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,8,NA,322.54766038757487,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10CHINA+,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",3,5,8.290543150877662,7.805141561760751,TRUE,TRUE,-0.4854015891169112,High-CMT
Full,All ambitions pooled,R10CHINA+,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",3,5,14.282170511439233,4.885786562889123,TRUE,TRUE,-9.39638394855011,High-CMT
Full,All ambitions pooled,R10CHINA+,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",3,5,1.175890303217314,0.9185122659845865,TRUE,TRUE,-0.25737803723272756,High-CMT
Full,All ambitions pooled,R10CHINA+,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,3,5,14736.966414050328,18229.3670527685,TRUE,TRUE,3492.4006387181707,High-RE
Full,All ambitions pooled,R10CHINA+,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",3,5,110.5014074737362,277.80784465480053,TRUE,TRUE,167.30643718106433,High-RE
Full,All ambitions pooled,R10CHINA+,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",3,5,295.40420460075103,377.35377913233276,TRUE,TRUE,81.94957453158173,High-RE
Full,All ambitions pooled,R10CHINA+,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",3,5,303.6828763720639,385.18129728794884,TRUE,TRUE,81.49842091588494,High-RE
Full,All ambitions pooled,R10CHINA+,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",69,2,4.983850711845927,7.919841669779117,TRUE,FALSE,2.93599095793319,High-RE
Full,All ambitions pooled,R10CHINA+,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",69,2,4.019361838455085,5.457616930196767,TRUE,FALSE,1.4382550917416825,High-RE
Full,All ambitions pooled,R10CHINA+,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",69,2,0.9318808450692669,1.0957900326482648,TRUE,FALSE,0.16390918757899786,High-RE
Full,All ambitions pooled,R10CHINA+,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,69,2,8848.94037299167,17738.53767464125,TRUE,FALSE,8889.597301649581,High-RE
Full,All ambitions pooled,R10CHINA+,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",69,2,115.16636846850571,156.60304450755353,TRUE,FALSE,41.436676039047825,High-RE
Full,All ambitions pooled,R10CHINA+,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",69,2,279.34153118043906,390.53867962355685,TRUE,FALSE,111.19714844311778,High-RE
Full,All ambitions pooled,R10CHINA+,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",69,2,284.27645017837733,398.45852129333593,TRUE,FALSE,114.1820711149586,High-RE
