database,ambition_view,Region,model_family,metric,label,unit,n_High-CMT,n_High-RE,median_High-CMT,median_High-RE,comparable,robust_3_per_arm,raw_difference_high_re_minus_high_cmt,favours_more_employment
Full,1.5C,R10CHINA+,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",1,59,4.6886476830358275,6.5381005767585645,TRUE,FALSE,1.849452893722737,High-RE
Full,1.5C,R10CHINA+,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",1,59,3.5728687772510694,5.554462932680328,TRUE,FALSE,1.9815941554292582,High-RE
Full,1.5C,R10CHINA+,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",1,59,0.830046164237771,0.6028357178464878,TRUE,FALSE,-0.22721044639128318,High-CMT
Full,1.5C,R10CHINA+,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,1,59,10746.02518924,18535.414079999995,TRUE,FALSE,7789.388890759996,High-RE
Full,1.5C,R10CHINA+,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",1,59,180.5058164713049,378.18503623613157,TRUE,FALSE,197.67921976482666,High-RE
Full,1.5C,R10CHINA+,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",1,59,242.89245937335542,442.7703475413924,TRUE,FALSE,199.877888168037,High-RE
Full,1.5C,R10CHINA+,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",1,59,247.58110705639126,448.6349996285158,TRUE,FALSE,201.05389257212454,High-RE
Full,1.5C,R10CHINA+,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",6,0,4.652072495602157,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10CHINA+,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",6,0,7.352797171191291,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10CHINA+,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",6,0,0.6588611564012683,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10CHINA+,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,6,0,16848.229813190646,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10CHINA+,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",6,0,304.44434809419045,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10CHINA+,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",6,0,424.3565339807243,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10CHINA+,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",6,0,429.00860647632646,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10EUROPE,AIM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",1,3,7.149904374923789,0.9512148554892621,TRUE,FALSE,-6.198689519434527,High-CMT
Full,1.5C,R10EUROPE,AIM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",1,3,5.193262308234503,0.4234344408206833,TRUE,FALSE,-4.769827867413819,High-CMT
Full,1.5C,R10EUROPE,AIM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",1,3,0.3326108892223156,0.34507557809981687,TRUE,FALSE,0.012464688877501295,High-RE
Full,1.5C,R10EUROPE,AIM,inferred_retirements_GW,Inferred retired capacity,GW,1,3,9625.419500000002,861.9302000000001,TRUE,FALSE,-8763.489300000001,High-CMT
Full,1.5C,R10EUROPE,AIM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",1,3,111.59951859411039,96.93628627332284,TRUE,FALSE,-14.663232320787557,High-CMT
Full,1.5C,R10EUROPE,AIM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",1,3,315.22267536412824,237.90643168628452,TRUE,FALSE,-77.31624367784372,High-CMT
Full,1.5C,R10EUROPE,AIM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",1,3,322.372579739052,238.64031852732353,TRUE,FALSE,-83.73226121172848,High-CMT
Full,1.5C,R10EUROPE,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,1,NA,6.023110485195349,FALSE,FALSE,NA,NA
Full,1.5C,R10EUROPE,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,1,NA,3.066294551156157,FALSE,FALSE,NA,NA
Full,1.5C,R10EUROPE,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,1,NA,0.3138720493458075,FALSE,FALSE,NA,NA
Full,1.5C,R10EUROPE,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,0,1,NA,10740.646358334332,FALSE,FALSE,NA,NA
Full,1.5C,R10EUROPE,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,1,NA,172.51143282792688,FALSE,FALSE,NA,NA
Full,1.5C,R10EUROPE,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,1,NA,225.25261775396734,FALSE,FALSE,NA,NA
Full,1.5C,R10EUROPE,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,1,NA,231.27572823916267,FALSE,FALSE,NA,NA
Full,1.5C,R10EUROPE,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",21,0,4.516442556265884,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10EUROPE,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",21,0,2.0659079842544843,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10EUROPE,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",21,0,0.8697748115475775,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10EUROPE,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,21,0,5658.225268178685,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10EUROPE,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",21,0,35.84067390052088,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10EUROPE,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",21,0,156.5471470723932,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10EUROPE,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",21,0,160.38172015346598,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10EUROPE,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",25,3,0.7727968415884963,4.7269035155612125,TRUE,TRUE,3.954106673972716,High-RE
Full,1.5C,R10EUROPE,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",25,3,0.3057876202705853,3.004092119360352,TRUE,TRUE,2.6983044990897667,High-RE
Full,1.5C,R10EUROPE,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",25,3,0.27432523265710756,0.2204068389094339,TRUE,TRUE,-0.053918393747673654,High-CMT
Full,1.5C,R10EUROPE,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,25,3,696.4035902996854,10654.971258938798,TRUE,TRUE,9958.567668639113,High-RE
Full,1.5C,R10EUROPE,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",25,3,73.40644293940915,228.23525189135168,TRUE,TRUE,154.82880895194253,High-RE
Full,1.5C,R10EUROPE,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",25,3,150.30472430058052,269.3581483335675,TRUE,TRUE,119.05342403298698,High-RE
Full,1.5C,R10EUROPE,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",25,3,150.7845068737266,274.0937537405218,TRUE,TRUE,123.30924686679518,High-RE
Full,1.5C,R10EUROPE,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",4,1,5.184068302125988,0.9814102512441384,TRUE,FALSE,-4.202658050881849,High-CMT
Full,1.5C,R10EUROPE,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",4,1,3.783561269125718,0.4343448755524079,TRUE,FALSE,-3.34921639357331,High-CMT
Full,1.5C,R10EUROPE,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",4,1,0.47251972290637484,0.26552186662775074,TRUE,FALSE,-0.2069978562786241,High-CMT
Full,1.5C,R10EUROPE,POLES,inferred_retirements_GW,Inferred retired capacity,GW,4,1,8655.161005923152,1043.705822944642,TRUE,FALSE,-7611.45518297851,High-CMT
Full,1.5C,R10EUROPE,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",4,1,93.63832059884716,87.89183596777278,TRUE,FALSE,-5.746484631074381,High-CMT
Full,1.5C,R10EUROPE,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",4,1,259.0059245856952,240.23725961719538,TRUE,FALSE,-18.76866496849982,High-CMT
Full,1.5C,R10EUROPE,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",4,1,264.1899928878212,241.2186698684395,TRUE,FALSE,-22.971323019381686,High-CMT
Full,1.5C,R10EUROPE,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",1,59,2.456190263190114,3.731548378905512,TRUE,FALSE,1.275358115715398,High-RE
Full,1.5C,R10EUROPE,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",1,59,1.397057013140916,2.4955636120886715,TRUE,FALSE,1.0985065989477556,High-RE
Full,1.5C,R10EUROPE,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",1,59,0.2696049272962985,0.2177590185279222,TRUE,FALSE,-0.051845908768376275,High-CMT
Full,1.5C,R10EUROPE,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,1,59,4511.40740189,9358.97373,TRUE,FALSE,4847.56632811,High-RE
Full,1.5C,R10EUROPE,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",1,59,70.4582762601122,171.1023029757663,TRUE,FALSE,100.64402671565409,High-RE
Full,1.5C,R10EUROPE,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",1,59,86.1937669890837,188.9305236856251,TRUE,FALSE,102.7367566965414,High-RE
Full,1.5C,R10EUROPE,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",1,59,88.64995725227382,192.62432270638394,TRUE,FALSE,103.97436545411011,High-RE
Full,1.5C,R10EUROPE,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",6,0,4.545517543861644,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10EUROPE,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",6,0,3.3182333019346633,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10EUROPE,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",6,0,0.30820037604877315,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10EUROPE,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,6,0,9200.559223192713,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10EUROPE,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",6,0,138.0535024935425,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10EUROPE,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",6,0,203.9668967260581,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10EUROPE,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",6,0,208.51241426991976,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10INDIA+,AIM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",1,3,4.12055071161487,0.4984437913031554,TRUE,FALSE,-3.6221069203117144,High-CMT
Full,1.5C,R10INDIA+,AIM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",1,3,5.088985230222028,0.1933773728614069,TRUE,FALSE,-4.895607857360622,High-CMT
Full,1.5C,R10INDIA+,AIM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",1,3,0.23253304537361358,0.1441097499694417,TRUE,FALSE,-0.08842329540417188,High-CMT
Full,1.5C,R10INDIA+,AIM,inferred_retirements_GW,Inferred retired capacity,GW,1,3,11182.308860000001,410.8844000000001,TRUE,FALSE,-10771.42446,High-CMT
Full,1.5C,R10INDIA+,AIM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",1,3,384.7858415083161,431.27530206922137,TRUE,FALSE,46.489460560905286,High-RE
Full,1.5C,R10INDIA+,AIM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",1,3,469.8674824297922,476.7986066678551,TRUE,FALSE,6.931124238062921,High-RE
Full,1.5C,R10INDIA+,AIM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",1,3,473.98803314140696,477.21848215916293,TRUE,FALSE,3.230449017755973,High-RE
Full,1.5C,R10INDIA+,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,1,NA,6.307259398748574,FALSE,FALSE,NA,NA
Full,1.5C,R10INDIA+,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,1,NA,7.6432446503928295,FALSE,FALSE,NA,NA
Full,1.5C,R10INDIA+,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,1,NA,0.180285731273399,FALSE,FALSE,NA,NA
Full,1.5C,R10INDIA+,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,0,1,NA,17194.67194812465,FALSE,FALSE,NA,NA
Full,1.5C,R10INDIA+,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,1,NA,706.1113959808648,FALSE,FALSE,NA,NA
Full,1.5C,R10INDIA+,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,1,NA,734.2217932962249,FALSE,FALSE,NA,NA
Full,1.5C,R10INDIA+,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,1,NA,740.5290526949734,FALSE,FALSE,NA,NA
Full,1.5C,R10INDIA+,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",21,0,3.6445120666602153,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10INDIA+,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",21,0,3.6819293499067727,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10INDIA+,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",21,0,0.2351993919025854,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10INDIA+,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,21,0,8743.337058916031,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10INDIA+,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",21,0,281.1955708584935,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10INDIA+,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",21,0,384.4679018880239,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10INDIA+,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",21,0,388.1195251852032,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10INDIA+,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",25,3,0.5954260550630328,2.8286680581302552,TRUE,TRUE,2.2332420030672226,High-RE
Full,1.5C,R10INDIA+,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",25,3,0.2931715114155735,3.086821101159604,TRUE,TRUE,2.7936495897440303,High-RE
Full,1.5C,R10INDIA+,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",25,3,0.1168170894517633,0.11521970770307194,TRUE,TRUE,-0.0015973817486913677,High-CMT
Full,1.5C,R10INDIA+,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,25,3,668.4354376726124,7210.720199921355,TRUE,TRUE,6542.2847622487425,High-RE
Full,1.5C,R10INDIA+,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",25,3,258.98967542793696,595.194324734602,TRUE,TRUE,336.20464930666503,High-RE
Full,1.5C,R10INDIA+,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",25,3,338.47894304460954,677.6052164121195,TRUE,TRUE,339.12627336750995,High-RE
Full,1.5C,R10INDIA+,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",25,3,339.0312339618879,680.3840631841778,TRUE,TRUE,341.35282922228987,High-RE
Full,1.5C,R10INDIA+,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",4,1,4.4322337476986675,0.3806999730814272,TRUE,FALSE,-4.051533774617241,High-CMT
Full,1.5C,R10INDIA+,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",4,1,5.609008318120056,0.19581083521594891,TRUE,FALSE,-5.413197482904107,High-CMT
Full,1.5C,R10INDIA+,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",4,1,0.24672428337766728,0.071389166141315,TRUE,FALSE,-0.17533511723635226,High-CMT
Full,1.5C,R10INDIA+,POLES,inferred_retirements_GW,Inferred retired capacity,GW,4,1,12891.861060460575,444.034116744995,TRUE,FALSE,-12447.82694371558,High-CMT
Full,1.5C,R10INDIA+,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",4,1,438.5082381687354,452.55360096507803,TRUE,FALSE,14.045362796342658,High-RE
Full,1.5C,R10INDIA+,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",4,1,632.6677241989468,638.7091275346376,TRUE,FALSE,6.041403335690802,High-RE
Full,1.5C,R10INDIA+,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",4,1,637.2770561048793,639.089827507719,TRUE,FALSE,1.812771402839644,High-RE
Full,1.5C,R10INDIA+,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",1,59,2.79943105524194,6.371465535003451,TRUE,FALSE,3.572034479761511,High-RE
Full,1.5C,R10INDIA+,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",1,59,3.209671563919955,8.570931476832893,TRUE,FALSE,5.361259912912939,High-RE
Full,1.5C,R10INDIA+,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",1,59,0.14787249648186032,0.15251115867797,TRUE,FALSE,0.004638662196109672,High-RE
Full,1.5C,R10INDIA+,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,1,59,7454.886804079998,20463.67871,TRUE,FALSE,13008.791905920003,High-RE
Full,1.5C,R10INDIA+,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",1,59,408.35692194562836,1009.5539319150108,TRUE,FALSE,601.1970099693824,High-RE
Full,1.5C,R10INDIA+,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",1,59,432.7124874677153,1070.9906795108789,TRUE,FALSE,638.2781920431636,High-RE
Full,1.5C,R10INDIA+,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",1,59,435.5119185229572,1077.691243649376,TRUE,FALSE,642.1793251264188,High-RE
Full,1.5C,R10INDIA+,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",6,0,2.0351644223566128,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10INDIA+,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",6,0,3.230647774550989,NA,FALSE,FALSE,NA,NA
Full,1.5C,R10INDIA+,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",6,0,0.11583960858382171,NA,FALSE,FALSE,NA,NA
