"Model","Scenario","Category","total_cdr","total_re","Ambition","cdr_thresh","re_thresh","high_cdr","high_re","Pathway_overlap","high_cdr_only","high_re_only","Pathway_excl","threshold_label"
"COFFEE 1.1","ENGAGE-INDCi2030-1400f","C3",211497.918807712,1344709.69575156,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-1600","C3",152737.545831367,1206789.08324233,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-1600f","C3",173736.097228695,1247018.57912879,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-1800","C3",129674.061040199,1100261.27319852,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-1800f","C3",147879.426853883,1169665.77614028,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-2000","C3",111886.319920252,1045263.48363866,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-2000f","C3",119656.784575222,1076971.06454071,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-2500","C4",51659.5079449858,899635.909959535,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-2500f","C4",51659.5079449858,899635.909959535,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-400f","C2",367099.657287327,1905176.26229361,"1.5C (High-Ambition)",511882.90914693,2771556.31926819,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
