database,spec_id,is_baseline,threshold_scale,threshold_label,gini_shift,gini_label,efficiency_label,sef_rate,sef_floor,ambition,Region,outcome,Pathway,n_scenarios,median
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10AFRICA,headcount_pct,High-CMT,6,9.51319788536496
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10AFRICA,headcount_pct,High-RE,6,8.467545080908256
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10CHINA+,gap_GJ_pc,High-CMT,6,14.03726982985101
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10CHINA+,gap_GJ_pc,High-RE,6,12.206001520138592
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10CHINA+,headcount_pct,High-CMT,6,4.653032977142032
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10CHINA+,headcount_pct,High-RE,6,4.203731445401661
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10EUROPE,gap_GJ_pc,High-CMT,6,0.4860371218689631
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10EUROPE,gap_GJ_pc,High-RE,6,0.29709260931738496
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10EUROPE,headcount_pct,High-CMT,6,0.20245656621928987
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10EUROPE,headcount_pct,High-RE,6,0.11760145832523483
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10INDIA+,gap_GJ_pc,High-CMT,6,4.559520004818793
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10INDIA+,gap_GJ_pc,High-RE,6,2.433077837542011
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10INDIA+,headcount_pct,High-CMT,6,2.1116652264350266
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10INDIA+,headcount_pct,High-RE,6,1.2427723630245653
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10LATIN_AM,gap_GJ_pc,High-CMT,6,71.62972009558202
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10LATIN_AM,gap_GJ_pc,High-RE,6,51.14648687206619
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10LATIN_AM,headcount_pct,High-CMT,6,15.54878916372571
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10LATIN_AM,headcount_pct,High-RE,6,10.449250448267758
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10MIDDLE_EAST,gap_GJ_pc,High-CMT,6,1.5383436205402008
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10MIDDLE_EAST,gap_GJ_pc,High-RE,6,2.3541464964833727
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10MIDDLE_EAST,headcount_pct,High-CMT,6,0.8952199942182419
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10MIDDLE_EAST,headcount_pct,High-RE,6,0.7708089887771368
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10NORTH_AM,gap_GJ_pc,High-CMT,6,0.3153096792299178
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10NORTH_AM,gap_GJ_pc,High-RE,6,0.0960401556715263
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10NORTH_AM,headcount_pct,High-CMT,6,0.11708919831676932
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10NORTH_AM,headcount_pct,High-RE,6,0.04233913363238399
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10PAC_OECD,gap_GJ_pc,High-CMT,6,0.6069847575284527
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10PAC_OECD,gap_GJ_pc,High-RE,6,0.3600731053181817
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10PAC_OECD,headcount_pct,High-CMT,6,0.2104874687502204
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10PAC_OECD,headcount_pct,High-RE,6,0.15393652726335003
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10REF_ECON,gap_GJ_pc,High-CMT,6,7.381134165895761
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10REF_ECON,gap_GJ_pc,High-RE,6,4.964232121766228
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10REF_ECON,headcount_pct,High-CMT,6,2.0054488417026906
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10REF_ECON,headcount_pct,High-RE,6,1.4438780317704292
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10REST_ASIA,gap_GJ_pc,High-CMT,6,22.715626274429596
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10REST_ASIA,gap_GJ_pc,High-RE,6,19.605938809827812
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10REST_ASIA,headcount_pct,High-CMT,6,5.5647646065451095
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,1.5C,R10REST_ASIA,headcount_pct,High-RE,6,5.004631990902762
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,Aggregated R10 regions,gap_GJ_pc,High-CMT,63,18.85602560916374
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,Aggregated R10 regions,gap_GJ_pc,High-RE,64,19.73556974385778
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,Aggregated R10 regions,headcount_pct,High-CMT,63,4.987498176297713
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,Aggregated R10 regions,headcount_pct,High-RE,64,5.756502447330865
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10AFRICA,gap_GJ_pc,High-CMT,63,70.29080926232308
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10AFRICA,gap_GJ_pc,High-RE,64,66.06333749158544
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10AFRICA,headcount_pct,High-CMT,63,11.40137977413345
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10AFRICA,headcount_pct,High-RE,64,11.33017586710897
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10CHINA+,gap_GJ_pc,High-CMT,63,10.098324537701757
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10CHINA+,gap_GJ_pc,High-RE,64,11.229929907584651
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10CHINA+,headcount_pct,High-CMT,63,3.288802166722667
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10CHINA+,headcount_pct,High-RE,64,3.3888658963243716
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10EUROPE,gap_GJ_pc,High-CMT,63,0.26611039882283605
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10EUROPE,gap_GJ_pc,High-RE,64,0.340920530938237
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10EUROPE,headcount_pct,High-CMT,63,0.10313163162776809
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10EUROPE,headcount_pct,High-RE,64,0.12505375503132948
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10INDIA+,gap_GJ_pc,High-CMT,63,5.5438356104621
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10INDIA+,gap_GJ_pc,High-RE,64,4.163127547819272
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10INDIA+,headcount_pct,High-CMT,63,2.051619706225717
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10INDIA+,headcount_pct,High-RE,64,1.929615632397816
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10LATIN_AM,gap_GJ_pc,High-CMT,63,59.318508502288324
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10LATIN_AM,gap_GJ_pc,High-RE,64,54.13759529230299
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10LATIN_AM,headcount_pct,High-CMT,63,12.719378043973192
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10LATIN_AM,headcount_pct,High-RE,64,11.087069469559568
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10MIDDLE_EAST,gap_GJ_pc,High-CMT,63,1.136495303878621
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10MIDDLE_EAST,gap_GJ_pc,High-RE,64,4.166079130491966
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10MIDDLE_EAST,headcount_pct,High-CMT,63,0.6421272277839927
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10MIDDLE_EAST,headcount_pct,High-RE,64,0.9626322227197999
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10NORTH_AM,gap_GJ_pc,High-CMT,63,0.1856760584857591
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10NORTH_AM,gap_GJ_pc,High-RE,64,0.11187675418880103
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10NORTH_AM,headcount_pct,High-CMT,63,0.07579992333081462
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10NORTH_AM,headcount_pct,High-RE,64,0.026821857730610743
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10PAC_OECD,gap_GJ_pc,High-CMT,63,0.11910889372044216
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10PAC_OECD,gap_GJ_pc,High-RE,63,0.28458742186776437
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10PAC_OECD,headcount_pct,High-CMT,63,0.03954625283620984
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10PAC_OECD,headcount_pct,High-RE,63,0.0899148911715312
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10REF_ECON,gap_GJ_pc,High-CMT,63,5.962376381656599
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10REF_ECON,gap_GJ_pc,High-RE,64,7.1954394243955
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10REF_ECON,headcount_pct,High-CMT,63,1.6102224055877472
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10REF_ECON,headcount_pct,High-RE,64,1.6847645724112854
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10REST_ASIA,gap_GJ_pc,High-CMT,63,7.206350412197475
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10REST_ASIA,gap_GJ_pc,High-RE,64,23.18646460811034
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10REST_ASIA,headcount_pct,High-CMT,63,3.622492923126927
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,2C,R10REST_ASIA,headcount_pct,High-RE,64,5.024014771860761
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,Aggregated R10 regions,gap_GJ_pc,High-CMT,69,19.0454512712659
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,Aggregated R10 regions,gap_GJ_pc,High-RE,70,19.73556974385778
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,Aggregated R10 regions,headcount_pct,High-CMT,69,5.022086884876717
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,Aggregated R10 regions,headcount_pct,High-RE,70,5.250219892667147
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10AFRICA,gap_GJ_pc,High-CMT,69,70.06147563363447
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10AFRICA,gap_GJ_pc,High-RE,70,56.34249483352889
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10AFRICA,headcount_pct,High-CMT,69,11.306399941282631
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10AFRICA,headcount_pct,High-RE,70,9.459101112642525
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10CHINA+,gap_GJ_pc,High-CMT,69,10.47407358581591
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10CHINA+,gap_GJ_pc,High-RE,70,11.246660905030495
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10CHINA+,headcount_pct,High-CMT,69,3.375141400591801
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10CHINA+,headcount_pct,High-RE,70,3.4354246218973548
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10EUROPE,gap_GJ_pc,High-CMT,69,0.2698513831309379
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10EUROPE,gap_GJ_pc,High-RE,70,0.340920530938237
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10EUROPE,headcount_pct,High-CMT,69,0.10377979335007875
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10EUROPE,headcount_pct,High-RE,70,0.12505375503132948
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10INDIA+,gap_GJ_pc,High-CMT,69,5.543834234708982
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10INDIA+,gap_GJ_pc,High-RE,70,3.4975282134581382
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10INDIA+,headcount_pct,High-CMT,69,2.051619706225717
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10INDIA+,headcount_pct,High-RE,70,1.755218511978057
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10LATIN_AM,gap_GJ_pc,High-CMT,69,59.74667919848182
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10LATIN_AM,gap_GJ_pc,High-RE,70,53.800102016434344
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10LATIN_AM,headcount_pct,High-CMT,69,12.967513828896227
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10LATIN_AM,headcount_pct,High-RE,70,11.071040611493604
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10MIDDLE_EAST,gap_GJ_pc,High-CMT,69,1.1428656297899829
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10MIDDLE_EAST,gap_GJ_pc,High-RE,70,3.8022674449357634
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10MIDDLE_EAST,headcount_pct,High-CMT,69,0.6425982633215894
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10MIDDLE_EAST,headcount_pct,High-RE,70,0.8849944723854408
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10NORTH_AM,gap_GJ_pc,High-CMT,69,0.20083530960036888
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10NORTH_AM,gap_GJ_pc,High-RE,70,0.11159045118429682
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10NORTH_AM,headcount_pct,High-CMT,69,0.07579992333081462
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10NORTH_AM,headcount_pct,High-RE,70,0.028101452953641408
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10PAC_OECD,gap_GJ_pc,High-CMT,69,0.12251534537738075
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10PAC_OECD,gap_GJ_pc,High-RE,69,0.2846896968958588
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10PAC_OECD,headcount_pct,High-CMT,69,0.04231392930386879
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10PAC_OECD,headcount_pct,High-RE,69,0.11404360460943841
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10REF_ECON,gap_GJ_pc,High-CMT,69,6.043456810690677
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10REF_ECON,gap_GJ_pc,High-RE,70,6.203680860571891
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10REF_ECON,headcount_pct,High-CMT,69,1.6595575093731538
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10REF_ECON,headcount_pct,High-RE,70,1.5901649348224707
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10REST_ASIA,gap_GJ_pc,High-CMT,69,7.268608883598476
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10REST_ASIA,gap_GJ_pc,High-RE,70,22.932805437569083
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10REST_ASIA,headcount_pct,High-CMT,69,3.7579211558190204
SCI-vetted,T1.00x_G+0.00_Efast,FALSE,1,1.00x,0,Baseline Gini,Faster improvement,0.023,0.4,All ambitions,R10REST_ASIA,headcount_pct,High-RE,70,5.024014771860761
SCI-vetted,T1.00x_G+0.00_Eslow,FALSE,1,1.00x,0,Baseline Gini,Slower improvement,0.015,0.6,1.5C,Aggregated R10 regions,gap_GJ_pc,High-CMT,6,42.05289098253221
SCI-vetted,T1.00x_G+0.00_Eslow,FALSE,1,1.00x,0,Baseline Gini,Slower improvement,0.015,0.6,1.5C,Aggregated R10 regions,gap_GJ_pc,High-RE,6,35.387302241590575
SCI-vetted,T1.00x_G+0.00_Eslow,FALSE,1,1.00x,0,Baseline Gini,Slower improvement,0.015,0.6,1.5C,Aggregated R10 regions,headcount_pct,High-CMT,6,10.345965995660226
SCI-vetted,T1.00x_G+0.00_Eslow,FALSE,1,1.00x,0,Baseline Gini,Slower improvement,0.015,0.6,1.5C,Aggregated R10 regions,headcount_pct,High-RE,6,8.973732174099682
SCI-vetted,T1.00x_G+0.00_Eslow,FALSE,1,1.00x,0,Baseline Gini,Slower improvement,0.015,0.6,1.5C,R10AFRICA,gap_GJ_pc,High-CMT,6,109.16841181509386
SCI-vetted,T1.00x_G+0.00_Eslow,FALSE,1,1.00x,0,Baseline Gini,Slower improvement,0.015,0.6,1.5C,R10AFRICA,gap_GJ_pc,High-RE,6,96.69131549987833
SCI-vetted,T1.00x_G+0.00_Eslow,FALSE,1,1.00x,0,Baseline Gini,Slower improvement,0.015,0.6,1.5C,R10AFRICA,headcount_pct,High-CMT,6,18.17038255559563
SCI-vetted,T1.00x_G+0.00_Eslow,FALSE,1,1.00x,0,Baseline Gini,Slower improvement,0.015,0.6,1.5C,R10AFRICA,headcount_pct,High-RE,6,15.826471275313224
SCI-vetted,T1.00x_G+0.00_Eslow,FALSE,1,1.00x,0,Baseline Gini,Slower improvement,0.015,0.6,1.5C,R10CHINA+,gap_GJ_pc,High-CMT,6,26.856648960820692
SCI-vetted,T1.00x_G+0.00_Eslow,FALSE,1,1.00x,0,Baseline Gini,Slower improvement,0.015,0.6,1.5C,R10CHINA+,gap_GJ_pc,High-RE,6,24.70554983678042
SCI-vetted,T1.00x_G+0.00_Eslow,FALSE,1,1.00x,0,Baseline Gini,Slower improvement,0.015,0.6,1.5C,R10CHINA+,headcount_pct,High-CMT,6,8.59931895610245
SCI-vetted,T1.00x_G+0.00_Eslow,FALSE,1,1.00x,0,Baseline Gini,Slower improvement,0.015,0.6,1.5C,R10CHINA+,headcount_pct,High-RE,6,8.27105301604019
SCI-vetted,T1.00x_G+0.00_Eslow,FALSE,1,1.00x,0,Baseline Gini,Slower improvement,0.015,0.6,1.5C,R10EUROPE,gap_GJ_pc,High-CMT,6,2.9143431316436414
