database,ambition_view,Region,excluded_family,n_cdr,n_re,median_cdr_million_deaths,median_re_million_deaths,direction_coded_difference_million_deaths,loo_effect_pct,favours,pooled_effect_pct,pooled_favours,direction_flip
Full,All ambitions,Aggregated R10 regions,AIM,225,222,446.6981,428.36181750000003,18.33628249999998,4.104849002044106,High-RE,2.399466499825661,High-RE,FALSE
Full,All ambitions,Aggregated R10 regions,GCAM,243,221,437.579795,427.54933,10.030464999999992,2.2922596323260294,High-RE,2.399466499825661,High-RE,FALSE
Full,All ambitions,Aggregated R10 regions,IMAGE,187,224,430.64255000000003,427.60837,3.034180000000049,0.7045704146048849,High-RE,2.399466499825661,High-RE,FALSE
Full,All ambitions,Aggregated R10 regions,MESSAGEix,151,202,431.31202,426.6242925,4.687727499999994,1.086852970153717,High-RE,2.399466499825661,High-RE,FALSE
Full,All ambitions,Aggregated R10 regions,POLES,186,226,460.0918725,427.66765250000003,32.42421999999999,7.047335964405672,High-RE,2.399466499825661,High-RE,FALSE
Full,All ambitions,Aggregated R10 regions,REMIND,246,42,438.181675,440.109915,-1.9282400000000166,-0.4400549155781142,High-CDR,2.399466499825661,High-RE,TRUE
Full,All ambitions,Aggregated R10 regions,WITCH,238,219,439.52067,428.290165,11.230504999999994,2.555171068518801,High-RE,2.399466499825661,High-RE,FALSE
Full,All ambitions,R10AFRICA,AIM,225,222,76.20122,78.61378,-2.412559999999999,-3.166038548989109,High-CDR,-2.9552076524496242,High-CDR,FALSE
Full,All ambitions,R10AFRICA,GCAM,243,221,76.345135,78.61378,-2.2686450000000065,-2.9715645928191843,High-CDR,-2.9552076524496242,High-CDR,FALSE
Full,All ambitions,R10AFRICA,IMAGE,187,224,75.98299,78.61738,-2.6343899999999962,-3.467078618517113,High-CDR,-2.9552076524496242,High-CDR,FALSE
Full,All ambitions,R10AFRICA,MESSAGEix,151,202,75.358225,78.63811,-3.279884999999993,-4.35239152726858,High-CDR,-2.9552076524496242,High-CDR,FALSE
Full,All ambitions,R10AFRICA,POLES,186,226,77.14168,78.616455,-1.4747750000000082,-1.9117745426337724,High-CDR,-2.9552076524496242,High-CDR,FALSE
Full,All ambitions,R10AFRICA,REMIND,246,42,76.35986249999999,75.72533,0.6345324999999917,0.8309764832276797,High-RE,-2.9552076524496242,High-CDR,TRUE
Full,All ambitions,R10AFRICA,WITCH,238,219,76.43108000000001,78.62826,-2.197179999999989,-2.874720597955686,High-CDR,-2.9552076524496242,High-CDR,FALSE
Full,All ambitions,R10CHINA+,AIM,225,222,79.344325,78.81377,0.5305549999999926,0.6686741616366294,High-RE,0.9621268311501312,High-RE,FALSE
Full,All ambitions,R10CHINA+,GCAM,243,221,79.535885,78.72665,0.8092349999999868,1.017446401709099,High-RE,0.9621268311501312,High-RE,FALSE
Full,All ambitions,R10CHINA+,IMAGE,187,224,77.91825,78.778035,-0.8597850000000022,-1.1034449567335025,High-CDR,0.9621268311501312,High-RE,TRUE
Full,All ambitions,R10CHINA+,MESSAGEix,151,202,83.739655,79.34456,4.395094999999998,5.248522936952628,High-RE,0.9621268311501312,High-RE,FALSE
Full,All ambitions,R10CHINA+,POLES,186,226,81.28158250000001,78.81377,2.467812500000008,3.036127526183447,High-RE,0.9621268311501312,High-RE,FALSE
Full,All ambitions,R10CHINA+,REMIND,246,42,79.579425,77.2574075,2.322017500000001,2.917861620638753,High-RE,0.9621268311501312,High-RE,FALSE
Full,All ambitions,R10CHINA+,WITCH,238,219,79.39526000000001,78.71372,0.6815400000000125,0.8584139657707682,High-RE,0.9621268311501312,High-RE,FALSE
Full,All ambitions,R10EUROPE,AIM,225,222,15.07653,11.2326625,3.8438675,25.495704250248565,High-RE,26.38861724213735,High-RE,FALSE
Full,All ambitions,R10EUROPE,GCAM,243,221,15.250595,11.23241,4.018185000000001,26.347726105112624,High-RE,26.38861724213735,High-RE,FALSE
Full,All ambitions,R10EUROPE,IMAGE,187,224,14.390285,11.23325,3.1570350000000005,21.938655141298458,High-RE,26.38861724213735,High-RE,FALSE
Full,All ambitions,R10EUROPE,MESSAGEix,151,202,16.44384,11.204427500000001,5.2394125,31.86246339054625,High-RE,26.38861724213735,High-RE,FALSE
Full,All ambitions,R10EUROPE,POLES,186,226,15.8831775,11.2344625,4.648715000000001,29.268167531339373,High-RE,26.38861724213735,High-RE,FALSE
Full,All ambitions,R10EUROPE,REMIND,246,42,15.261855,15.07612,0.1857350000000011,1.2169883674035764,High-RE,26.38861724213735,High-RE,FALSE
Full,All ambitions,R10EUROPE,WITCH,238,219,15.1544925,11.23068,3.9238125000000004,25.892074577885076,High-RE,26.38861724213735,High-RE,FALSE
Full,All ambitions,R10INDIA+,AIM,225,222,121.542345,111.4889025,10.053442500000003,8.27155548134274,High-RE,5.901494121366096,High-RE,FALSE
Full,All ambitions,R10INDIA+,GCAM,243,221,116.79586,110.53281,6.263050000000007,5.362390413495827,High-RE,5.901494121366096,High-RE,FALSE
Full,All ambitions,R10INDIA+,IMAGE,187,224,112.97992,110.24144,2.73848000000001,2.4238643468680183,High-RE,5.901494121366096,High-RE,FALSE
Full,All ambitions,R10INDIA+,MESSAGEix,151,202,114.01742,109.47709499999999,4.54032500000001,3.9821327302442118,High-RE,5.901494121366096,High-RE,FALSE
Full,All ambitions,R10INDIA+,POLES,186,226,127.3358975,110.747905,16.5879925,13.026956911345442,High-RE,5.901494121366096,High-RE,FALSE
Full,All ambitions,R10INDIA+,REMIND,246,42,117.69358500000001,115.945585,1.7480000000000189,1.4852126392445422,High-RE,5.901494121366096,High-RE,FALSE
Full,All ambitions,R10INDIA+,WITCH,238,219,120.2974775,111.833015,8.464462499999996,7.036275968463259,High-RE,5.901494121366096,High-RE,FALSE
Full,All ambitions,R10LATIN_AM,AIM,225,222,14.03416,15.6040875,-1.5699275000000004,-11.18647286335627,High-CDR,-10.07293941141795,High-CDR,FALSE
Full,All ambitions,R10LATIN_AM,GCAM,243,221,14.171915,15.615305,-1.443389999999999,-10.18486210226352,High-CDR,-10.07293941141795,High-CDR,FALSE
Full,All ambitions,R10LATIN_AM,IMAGE,187,224,13.54379,15.6105975,-2.0668075000000012,-15.26018566442629,High-CDR,-10.07293941141795,High-CDR,FALSE
Full,All ambitions,R10LATIN_AM,MESSAGEix,151,202,19.467215,15.663725,3.80349,19.537925686853512,High-RE,-10.07293941141795,High-CDR,TRUE
Full,All ambitions,R10LATIN_AM,POLES,186,226,14.919055,15.61995,-0.7008949999999992,-4.6979852276166225,High-CDR,-10.07293941141795,High-CDR,FALSE
Full,All ambitions,R10LATIN_AM,REMIND,246,42,14.190545,14.1794525,0.011092500000000172,0.07816824512377905,High-RE,-10.07293941141795,High-CDR,TRUE
Full,All ambitions,R10LATIN_AM,WITCH,238,219,14.114482500000001,15.633545,-1.5190624999999986,-10.762438509523806,High-CDR,-10.07293941141795,High-CDR,FALSE
Full,All ambitions,R10MIDDLE_EAST,AIM,225,222,47.35514,46.5524425,0.8026975000000007,1.695058867949711,High-RE,0.8616459232106964,High-RE,FALSE
Full,All ambitions,R10MIDDLE_EAST,GCAM,243,221,46.892815,46.550585,0.3422300000000007,0.7298132986897902,High-RE,0.8616459232106964,High-RE,FALSE
Full,All ambitions,R10MIDDLE_EAST,IMAGE,187,224,58.01452,46.549009999999996,11.465510000000002,19.76317308149753,High-RE,0.8616459232106964,High-RE,FALSE
Full,All ambitions,R10MIDDLE_EAST,MESSAGEix,151,202,43.62415,46.4801425,-2.8559924999999993,-6.546815238806944,High-CDR,0.8616459232106964,High-RE,TRUE
Full,All ambitions,R10MIDDLE_EAST,POLES,186,226,58.4437425,46.5460025,11.897739999999999,20.357594313882277,High-RE,0.8616459232106964,High-RE,FALSE
Full,All ambitions,R10MIDDLE_EAST,REMIND,246,42,46.95055,57.225494999999995,-10.274944999999995,-21.884610510419996,High-CDR,0.8616459232106964,High-RE,TRUE
Full,All ambitions,R10MIDDLE_EAST,WITCH,238,219,46.3099175,46.537025,-0.22710750000000246,-0.49040791316460985,High-CDR,0.8616459232106964,High-RE,TRUE
Full,All ambitions,R10NORTH_AM,AIM,225,222,6.81797,8.92639,-2.1084199999999997,-30.924454053039245,High-CDR,-29.232370671932635,High-CDR,FALSE
Full,All ambitions,R10NORTH_AM,GCAM,243,221,6.897325,8.92639,-2.0290649999999992,-29.418143990605042,High-CDR,-29.232370671932635,High-CDR,FALSE
Full,All ambitions,R10NORTH_AM,IMAGE,187,224,6.75097,8.92639,-2.17542,-32.22381376305923,High-CDR,-29.232370671932635,High-CDR,FALSE
Full,All ambitions,R10NORTH_AM,MESSAGEix,151,202,9.38093,8.93799,0.4429400000000001,4.721706696457602,High-RE,-29.232370671932635,High-CDR,TRUE
Full,All ambitions,R10NORTH_AM,POLES,186,226,7.46692,8.92639,-1.4594699999999996,-19.5458100528732,High-CDR,-29.232370671932635,High-CDR,FALSE
Full,All ambitions,R10NORTH_AM,REMIND,246,42,6.90724,7.447155,-0.5399150000000006,-7.816653250791932,High-CDR,-29.232370671932635,High-CDR,FALSE
Full,All ambitions,R10NORTH_AM,WITCH,238,219,6.860545,8.92639,-2.0658449999999995,-30.111966323375174,High-CDR,-29.232370671932635,High-CDR,FALSE
Full,All ambitions,R10PAC_OECD,AIM,225,222,5.371315,3.63313,1.738185,32.360511345918084,High-RE,33.79008683934925,High-RE,FALSE
Full,All ambitions,R10PAC_OECD,GCAM,243,221,5.46295,3.63313,1.8298200000000002,33.495089649365276,High-RE,33.79008683934925,High-RE,FALSE
Full,All ambitions,R10PAC_OECD,IMAGE,187,224,5.286555,3.6333675000000003,1.6531874999999996,31.271546404038162,High-RE,33.79008683934925,High-RE,FALSE
Full,All ambitions,R10PAC_OECD,MESSAGEix,151,202,5.38262,3.62846,1.7541600000000002,32.58933381884659,High-RE,33.79008683934925,High-RE,FALSE
Full,All ambitions,R10PAC_OECD,POLES,186,226,5.714449999999999,3.633605,2.080844999999999,36.413740604957596,High-RE,33.79008683934925,High-RE,FALSE
Full,All ambitions,R10PAC_OECD,REMIND,246,42,5.4880075,5.4494050000000005,0.03860249999999965,0.7033973623396041,High-RE,33.79008683934925,High-RE,FALSE
Full,All ambitions,R10PAC_OECD,WITCH,238,219,5.507820000000001,3.63313,1.8746900000000006,34.0368784746052,High-RE,33.79008683934925,High-RE,FALSE
Full,All ambitions,R10REF_ECON,AIM,225,222,14.052095,13.21019,0.8419049999999988,5.991313039087757,High-RE,6.738086132221376,High-RE,FALSE
Full,All ambitions,R10REF_ECON,GCAM,243,221,14.1545,13.210125,0.9443750000000009,6.671906460842847,High-RE,6.738086132221376,High-RE,FALSE
Full,All ambitions,R10REF_ECON,IMAGE,187,224,14.08622,13.210255,0.8759650000000008,6.218595194452456,High-RE,6.738086132221376,High-RE,FALSE
Full,All ambitions,R10REF_ECON,MESSAGEix,151,202,13.8715,13.1937025,0.6777974999999987,4.886259597015454,High-RE,6.738086132221376,High-RE,FALSE
Full,All ambitions,R10REF_ECON,POLES,186,226,14.584445,13.2108975,1.3735475000000008,9.417893516002842,High-RE,6.738086132221376,High-RE,FALSE
Full,All ambitions,R10REF_ECON,REMIND,246,42,14.1653725,14.691725,-0.5263524999999998,-3.715768858178631,High-CDR,6.738086132221376,High-RE,TRUE
Full,All ambitions,R10REF_ECON,WITCH,238,219,14.142277499999999,13.20568,0.9365974999999995,6.622677995110756,High-RE,6.738086132221376,High-RE,FALSE
Full,All ambitions,R10REST_ASIA,AIM,225,222,58.02932,57.3656125,0.663707500000001,1.1437450929978175,High-RE,2.6753564149260862,High-RE,FALSE
Full,All ambitions,R10REST_ASIA,GCAM,243,221,58.75029,57.35854,1.3917500000000018,2.3689244767983304,High-RE,2.6753564149260862,High-RE,FALSE
Full,All ambitions,R10REST_ASIA,IMAGE,187,224,57.05164,57.3853775,-0.333737499999998,-0.5849744196661095,High-CDR,2.6753564149260862,High-RE,TRUE
Full,All ambitions,R10REST_ASIA,MESSAGEix,151,202,60.341105,57.318712500000004,3.022392499999995,5.008845131357796,High-RE,2.6753564149260862,High-RE,FALSE
Full,All ambitions,R10REST_ASIA,POLES,186,226,60.356475,57.40043,2.956045000000003,4.897643541972925,High-RE,2.6753564149260862,High-RE,FALSE
Full,All ambitions,R10REST_ASIA,REMIND,246,42,58.97830999999999,57.8220375,1.156272499999993,1.9605046329743816,High-RE,2.6753564149260862,High-RE,FALSE
Full,All ambitions,R10REST_ASIA,WITCH,238,219,59.267534999999995,57.431415,1.836119999999994,3.0980198518463675,High-RE,2.6753564149260862,High-RE,FALSE
Full,1.5C,Aggregated R10 regions,AIM,56,54,426.0176125,417.9452725,8.072339999999997,1.894837153006203,High-RE,1.8464564837231334,High-RE,FALSE
Full,1.5C,Aggregated R10 regions,GCAM,57,53,425.807625,417.735205,8.072419999999966,1.8957903818655117,High-RE,1.8464564837231334,High-RE,FALSE
Full,1.5C,Aggregated R10 regions,IMAGE,34,54,420.4895475,417.9452725,2.5442750000000274,0.6050744935580181,High-RE,1.8464564837231334,High-RE,FALSE
Full,1.5C,Aggregated R10 regions,MESSAGEix,34,51,464.4933325,418.778005,45.7153275,9.84197711815379,High-RE,1.8464564837231334,High-RE,FALSE
Full,1.5C,Aggregated R10 regions,POLES,53,54,430.48855,417.9452725,12.543277499999988,2.9137308065452587,High-RE,1.8464564837231334,High-RE,FALSE
Full,1.5C,Aggregated R10 regions,REMIND,57,4,425.807625,415.27516,10.532464999999945,2.473526630717321,High-RE,1.8464564837231334,High-RE,FALSE
Full,1.5C,Aggregated R10 regions,WITCH,51,54,436.99725,417.9452725,19.05197750000002,4.359747687199409,High-RE,1.8464564837231334,High-RE,FALSE
Full,1.5C,R10AFRICA,AIM,56,54,75.39723000000001,78.456135,-3.0589049999999958,-4.057052228576561,High-CDR,-4.00324857145907,High-CDR,FALSE
Full,1.5C,R10AFRICA,GCAM,57,53,75.436235,78.456135,-3.019900000000007,-4.00324857145907,High-CDR,-4.00324857145907,High-CDR,FALSE
Full,1.5C,R10AFRICA,IMAGE,34,54,75.159445,78.456135,-3.296689999999998,-4.38626176656839,High-CDR,-4.00324857145907,High-CDR,FALSE
Full,1.5C,R10AFRICA,MESSAGEix,34,51,75.32255,78.47372,-3.1511699999999934,-4.183567869117539,High-CDR,-4.00324857145907,High-CDR,FALSE
Full,1.5C,R10AFRICA,POLES,53,54,75.46476,78.456135,-2.991375000000005,-3.963936279662196,High-CDR,-4.00324857145907,High-CDR,FALSE
Full,1.5C,R10AFRICA,REMIND,57,4,75.436235,73.51536,1.9208749999999952,2.546355872612141,High-RE,-4.00324857145907,High-CDR,TRUE
Full,1.5C,R10AFRICA,WITCH,51,54,75.54374,78.456135,-2.9123950000000036,-3.855243333200082,High-CDR,-4.00324857145907,High-CDR,FALSE
Full,1.5C,R10CHINA+,AIM,56,54,79.0020675,78.52739,0.47467749999999853,0.6008418703725679,High-RE,0.5170422643697031,High-RE,FALSE
Full,1.5C,R10CHINA+,GCAM,57,53,78.93552,78.51148,0.42403999999999087,0.5371979560025587,High-RE,0.5170422643697031,High-RE,FALSE
Full,1.5C,R10CHINA+,IMAGE,34,54,72.245755,78.52739,-6.281634999999994,-8.694815356279403,High-CDR,0.5170422643697031,High-RE,TRUE
Full,1.5C,R10CHINA+,MESSAGEix,34,51,87.99989,78.54578,9.45411,10.743320247332129,High-RE,0.5170422643697031,High-RE,FALSE
Full,1.5C,R10CHINA+,POLES,53,54,84.027205,78.52739,5.499814999999998,6.545278996248892,High-RE,0.5170422643697031,High-RE,FALSE
Full,1.5C,R10CHINA+,REMIND,57,4,78.93552,73.914345,5.0211749999999995,6.361109675340074,High-RE,0.5170422643697031,High-RE,FALSE
Full,1.5C,R10CHINA+,WITCH,51,54,78.52936,78.52739,0.0019700000000000273,0.002508615885829233,High-RE,0.5170422643697031,High-RE,FALSE
Full,1.5C,R10EUROPE,AIM,56,54,15.6753,11.26678,4.408519999999999,28.12399124737644,High-RE,28.140059143538043,High-RE,FALSE
Full,1.5C,R10EUROPE,GCAM,57,53,15.678805,11.2657,4.413105,28.146947423607855,High-RE,28.140059143538043,High-RE,FALSE
Full,1.5C,R10EUROPE,IMAGE,34,54,13.47288,11.26678,2.2060999999999993,16.374375783054546,High-RE,28.140059143538043,High-RE,FALSE
Full,1.5C,R10EUROPE,MESSAGEix,34,51,17.4540625,11.23068,6.2233825,35.65578214240954,High-RE,28.140059143538043,High-RE,FALSE
Full,1.5C,R10EUROPE,POLES,53,54,15.759125,11.26678,4.4923449999999985,28.50630983636464,High-RE,28.140059143538043,High-RE,FALSE
Full,1.5C,R10EUROPE,REMIND,57,4,15.678805,14.445219999999999,1.2335850000000015,7.867850898075468,High-RE,28.140059143538043,High-RE,FALSE
Full,1.5C,R10EUROPE,WITCH,51,54,15.391385,11.26678,4.124604999999999,26.798140648161286,High-RE,28.140059143538043,High-RE,FALSE
Full,1.5C,R10INDIA+,AIM,56,54,112.94267,106.278505,6.664165000000011,5.9004847326524255,High-RE,5.869439217355562,High-RE,FALSE
Full,1.5C,R10INDIA+,GCAM,57,53,112.90542,106.439895,6.4655249999999995,5.726496566772436,High-RE,5.869439217355562,High-RE,FALSE
Full,1.5C,R10INDIA+,IMAGE,34,54,108.42993999999999,106.278505,2.151434999999992,1.9841706082286796,High-RE,5.869439217355562,High-RE,FALSE
Full,1.5C,R10INDIA+,MESSAGEix,34,51,126.319635,106.061985,20.257649999999998,16.036818029121125,High-RE,5.869439217355562,High-RE,FALSE
Full,1.5C,R10INDIA+,POLES,53,54,113.22259,106.278505,6.944085000000001,6.1331267903339795,High-RE,5.869439217355562,High-RE,FALSE
Full,1.5C,R10INDIA+,REMIND,57,4,112.90542,106.45048,6.454940000000008,5.717121463256598,High-RE,5.869439217355562,High-RE,FALSE
Full,1.5C,R10INDIA+,WITCH,51,54,114.074675,106.278505,7.796170000000004,6.8342688681778005,High-RE,5.869439217355562,High-RE,FALSE
Full,1.5C,R10LATIN_AM,AIM,56,54,15.182385,15.61344,-0.43105500000000063,-2.8391784294760054,High-CDR,-2.816424218897393,High-CDR,FALSE
Full,1.5C,R10LATIN_AM,GCAM,57,53,15.185745,15.624595,-0.43884999999999863,-2.889881266938162,High-CDR,-2.816424218897393,High-CDR,FALSE
Full,1.5C,R10LATIN_AM,IMAGE,34,54,13.32988,15.61344,-2.2835600000000014,-17.13113696447381,High-CDR,-2.816424218897393,High-CDR,FALSE
Full,1.5C,R10LATIN_AM,MESSAGEix,34,51,21.7040525,15.626225,6.0778275,28.003192030612716,High-RE,-2.816424218897393,High-CDR,TRUE
Full,1.5C,R10LATIN_AM,POLES,53,54,15.238635,15.61344,-0.3748050000000003,-2.4595706898944707,High-CDR,-2.816424218897393,High-CDR,FALSE
Full,1.5C,R10LATIN_AM,REMIND,57,4,15.185745,13.95475,1.230995,8.106253595065636,High-RE,-2.816424218897393,High-CDR,TRUE
Full,1.5C,R10LATIN_AM,WITCH,51,54,14.22286,15.61344,-1.39058,-9.77707718419502,High-CDR,-2.816424218897393,High-CDR,FALSE
Full,1.5C,R10MIDDLE_EAST,AIM,56,54,55.710612499999996,46.253277499999996,9.457335,16.975823053462214,High-RE,16.34217568544139,High-RE,FALSE
Full,1.5C,R10MIDDLE_EAST,GCAM,57,53,55.288645,46.265675,9.02297,16.31975245549968,High-RE,16.34217568544139,High-RE,FALSE
Full,1.5C,R10MIDDLE_EAST,IMAGE,34,54,58.8892975,46.253277499999996,12.636020000000002,21.45724356789959,High-RE,16.34217568544139,High-RE,FALSE
Full,1.5C,R10MIDDLE_EAST,MESSAGEix,34,51,43.555922499999994,46.23511,-2.6791875000000047,-6.1511439689975695,High-CDR,16.34217568544139,High-RE,TRUE
Full,1.5C,R10MIDDLE_EAST,POLES,53,54,56.383085,46.253277499999996,10.129807500000005,17.96603981495515,High-RE,16.34217568544139,High-RE,FALSE
Full,1.5C,R10MIDDLE_EAST,REMIND,57,4,55.288645,53.24797,2.0406750000000002,3.6909477524725016,High-RE,16.34217568544139,High-RE,FALSE
Full,1.5C,R10MIDDLE_EAST,WITCH,51,54,45.76191,46.253277499999996,-0.4913674999999955,-1.0737477959289625,High-CDR,16.34217568544139,High-RE,TRUE
Full,1.5C,R10NORTH_AM,AIM,56,54,7.42729,8.92639,-1.4990999999999994,-20.183673991455827,High-CDR,-20.183673991455827,High-CDR,FALSE
Full,1.5C,R10NORTH_AM,GCAM,57,53,7.42729,8.92639,-1.4990999999999994,-20.183673991455827,High-CDR,-20.183673991455827,High-CDR,FALSE
Full,1.5C,R10NORTH_AM,IMAGE,34,54,6.4660125,8.92639,-2.4603775,-38.05092396589088,High-CDR,-20.183673991455827,High-CDR,FALSE
Full,1.5C,R10NORTH_AM,MESSAGEix,34,51,9.6739525,8.92639,0.7475625000000008,7.727580841439947,High-RE,-20.183673991455827,High-CDR,TRUE
Full,1.5C,R10NORTH_AM,POLES,53,54,7.473765,8.92639,-1.4526249999999994,-19.436321586242,High-CDR,-20.183673991455827,High-CDR,FALSE
Full,1.5C,R10NORTH_AM,REMIND,57,4,7.42729,7.1389949999999995,0.28829500000000063,3.88156380052483,High-RE,-20.183673991455827,High-CDR,TRUE
Full,1.5C,R10NORTH_AM,WITCH,51,54,7.38507,8.92639,-1.5413199999999998,-20.870756810700506,High-CDR,-20.183673991455827,High-CDR,FALSE
Full,1.5C,R10PAC_OECD,AIM,56,54,5.247882499999999,3.6120900000000002,1.635792499999999,31.170524492497677,High-RE,31.188455493641946,High-RE,FALSE
Full,1.5C,R10PAC_OECD,GCAM,57,53,5.24925,3.597845,1.651405,31.45982759441825,High-RE,31.188455493641946,High-RE,FALSE
Full,1.5C,R10PAC_OECD,IMAGE,34,54,5.08594,3.6120900000000002,1.4738499999999997,28.97891048655705,High-RE,31.188455493641946,High-RE,FALSE
Full,1.5C,R10PAC_OECD,MESSAGEix,34,51,5.3745975,3.597845,1.7767525000000002,33.05833599632344,High-RE,31.188455493641946,High-RE,FALSE
Full,1.5C,R10PAC_OECD,POLES,53,54,5.270475,3.6120900000000002,1.658385,31.46556999131957,High-RE,31.188455493641946,High-RE,FALSE
Full,1.5C,R10PAC_OECD,REMIND,57,4,5.24925,4.9537700000000005,0.2954799999999995,5.628994618278792,High-RE,31.188455493641946,High-RE,FALSE
Full,1.5C,R10PAC_OECD,WITCH,51,54,5.2465,3.6120900000000002,1.63441,31.15238730582293,High-RE,31.188455493641946,High-RE,FALSE
Full,1.5C,R10REF_ECON,AIM,56,54,13.84942,13.053595000000001,0.7958249999999989,5.746269518867931,High-RE,5.769811042902265,High-RE,FALSE
Full,1.5C,R10REF_ECON,GCAM,57,53,13.85288,13.052295,0.8005849999999999,5.779195373092092,High-RE,5.769811042902265,High-RE,FALSE
