database,ambition_view,Region,family,n_cdr,n_re,median_cdr_million_deaths,median_re_million_deaths,cliffs_delta_raw,comparable,robust,direction_coded_difference_million_deaths,relative_effect_pct,direction_coded_cliffs_delta,favours,pooled_relative_effect_pct,pooled_favours,agrees_with_pooled
SCI-vetted,All ambitions,R10REST_ASIA,GCAM,0,7,NA,60.38373,NA,FALSE,FALSE,NA,NA,NA,NA,1.9740840467096288,High-RE,FALSE
SCI-vetted,All ambitions,R10REST_ASIA,IMAGE,26,4,67.33524249999999,70.06477,0.09615384615384616,TRUE,TRUE,-2.729527500000003,-4.053638776157974,-0.09615384615384616,High-CDR,1.9740840467096288,High-RE,FALSE
SCI-vetted,All ambitions,R10REST_ASIA,MESSAGEix,0,3,NA,57.13601,NA,FALSE,FALSE,NA,NA,NA,NA,1.9740840467096288,High-RE,FALSE
SCI-vetted,All ambitions,R10REST_ASIA,POLES,43,0,54.41549,NA,NA,FALSE,FALSE,NA,NA,NA,NA,1.9740840467096288,High-RE,FALSE
SCI-vetted,All ambitions,R10REST_ASIA,REMIND,0,27,NA,57.033845,NA,FALSE,FALSE,NA,NA,NA,NA,1.9740840467096288,High-RE,FALSE
SCI-vetted,All ambitions,R10REST_ASIA,WITCH,0,28,NA,51.80558,NA,FALSE,FALSE,NA,NA,NA,NA,1.9740840467096288,High-RE,FALSE
SCI-vetted,1.5C,Aggregated R10 regions,GCAM,0,2,NA,447.772625,NA,FALSE,FALSE,NA,NA,NA,NA,11.118371820114362,High-RE,FALSE
SCI-vetted,1.5C,Aggregated R10 regions,IMAGE,4,1,520.4065949999999,465.59645,-1,TRUE,FALSE,54.81014499999992,10.532177248829816,1,High-RE,11.118371820114362,High-RE,TRUE
SCI-vetted,1.5C,Aggregated R10 regions,POLES,2,0,393.3719225,NA,NA,FALSE,FALSE,NA,NA,NA,NA,11.118371820114362,High-RE,FALSE
SCI-vetted,1.5C,Aggregated R10 regions,REMIND,0,3,NA,410.989995,NA,FALSE,FALSE,NA,NA,NA,NA,11.118371820114362,High-RE,FALSE
SCI-vetted,1.5C,R10AFRICA,GCAM,0,2,NA,81.59686500000001,NA,FALSE,FALSE,NA,NA,NA,NA,-0.037355191403459,High-CDR,FALSE
SCI-vetted,1.5C,R10AFRICA,IMAGE,4,1,84.3068025,76.85588,-1,TRUE,FALSE,7.450922500000004,8.837866315710412,1,High-RE,-0.037355191403459,High-CDR,FALSE
SCI-vetted,1.5C,R10AFRICA,POLES,2,0,70.95993999999999,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-0.037355191403459,High-CDR,FALSE
SCI-vetted,1.5C,R10AFRICA,REMIND,0,3,NA,78.659675,NA,FALSE,FALSE,NA,NA,NA,NA,-0.037355191403459,High-CDR,FALSE
SCI-vetted,1.5C,R10CHINA+,GCAM,0,2,NA,89.274005,NA,FALSE,FALSE,NA,NA,NA,NA,3.48703376625783,High-RE,FALSE
SCI-vetted,1.5C,R10CHINA+,IMAGE,4,1,94.0979925,88.954105,-0.5,TRUE,FALSE,5.143887500000005,5.466522040839505,0.5,High-RE,3.48703376625783,High-RE,TRUE
SCI-vetted,1.5C,R10CHINA+,POLES,2,0,74.97582,NA,NA,FALSE,FALSE,NA,NA,NA,NA,3.48703376625783,High-RE,FALSE
SCI-vetted,1.5C,R10CHINA+,REMIND,0,3,NA,80.84859,NA,FALSE,FALSE,NA,NA,NA,NA,3.48703376625783,High-RE,FALSE
SCI-vetted,1.5C,R10EUROPE,GCAM,0,2,NA,18.5102275,NA,FALSE,FALSE,NA,NA,NA,NA,-2.2838428504071246,High-CDR,FALSE
SCI-vetted,1.5C,R10EUROPE,IMAGE,4,1,20.630945,20.015275,0,TRUE,FALSE,0.6156700000000015,2.984206491753051,-0,High-RE,-2.2838428504071246,High-CDR,FALSE
SCI-vetted,1.5C,R10EUROPE,POLES,2,0,11.84294,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-2.2838428504071246,High-CDR,FALSE
SCI-vetted,1.5C,R10EUROPE,REMIND,0,3,NA,11.935795,NA,FALSE,FALSE,NA,NA,NA,NA,-2.2838428504071246,High-CDR,FALSE
SCI-vetted,1.5C,R10INDIA+,GCAM,0,2,NA,106.53725750000001,NA,FALSE,FALSE,NA,NA,NA,NA,26.554828533994034,High-RE,FALSE
SCI-vetted,1.5C,R10INDIA+,IMAGE,4,1,149.97499499999998,120.266935,-1,TRUE,FALSE,29.708059999999975,19.808675439529086,1,High-RE,26.554828533994034,High-RE,TRUE
SCI-vetted,1.5C,R10INDIA+,POLES,2,0,103.17561,NA,NA,FALSE,FALSE,NA,NA,NA,NA,26.554828533994034,High-RE,FALSE
SCI-vetted,1.5C,R10INDIA+,REMIND,0,3,NA,95.767725,NA,FALSE,FALSE,NA,NA,NA,NA,26.554828533994034,High-RE,FALSE
SCI-vetted,1.5C,R10LATIN_AM,GCAM,0,2,NA,15.4162475,NA,FALSE,FALSE,NA,NA,NA,NA,28.949413956232423,High-RE,FALSE
SCI-vetted,1.5C,R10LATIN_AM,IMAGE,4,1,23.1917275,23.047795,-0.5,TRUE,FALSE,0.14393249999999824,0.6206200034042235,0.5,High-RE,28.949413956232423,High-RE,TRUE
SCI-vetted,1.5C,R10LATIN_AM,POLES,2,0,13.18129,NA,NA,FALSE,FALSE,NA,NA,NA,NA,28.949413956232423,High-RE,FALSE
SCI-vetted,1.5C,R10LATIN_AM,REMIND,0,3,NA,15.876035,NA,FALSE,FALSE,NA,NA,NA,NA,28.949413956232423,High-RE,FALSE
SCI-vetted,1.5C,R10MIDDLE_EAST,GCAM,0,2,NA,44.868375,NA,FALSE,FALSE,NA,NA,NA,NA,-5.922480272000024,High-CDR,FALSE
SCI-vetted,1.5C,R10MIDDLE_EAST,IMAGE,4,1,44.66684,44.21806,0,TRUE,FALSE,0.4487799999999993,1.0047274443412593,-0,High-RE,-5.922480272000024,High-CDR,FALSE
SCI-vetted,1.5C,R10MIDDLE_EAST,POLES,2,0,42.87555,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-5.922480272000024,High-CDR,FALSE
SCI-vetted,1.5C,R10MIDDLE_EAST,REMIND,0,3,NA,46.58873,NA,FALSE,FALSE,NA,NA,NA,NA,-5.922480272000024,High-CDR,FALSE
SCI-vetted,1.5C,R10NORTH_AM,GCAM,0,2,NA,11.83575,NA,FALSE,FALSE,NA,NA,NA,NA,-27.115284441924548,High-CDR,FALSE
SCI-vetted,1.5C,R10NORTH_AM,IMAGE,4,1,10.097985,9.933115,0,TRUE,FALSE,0.16486999999999874,1.632701969749398,-0,High-RE,-27.115284441924548,High-CDR,FALSE
SCI-vetted,1.5C,R10NORTH_AM,POLES,2,0,6.46388,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-27.115284441924548,High-CDR,FALSE
SCI-vetted,1.5C,R10NORTH_AM,REMIND,0,3,NA,8.93624,NA,FALSE,FALSE,NA,NA,NA,NA,-27.115284441924548,High-CDR,FALSE
SCI-vetted,1.5C,R10PAC_OECD,GCAM,0,2,NA,5.8525,NA,FALSE,FALSE,NA,NA,NA,NA,18.460089545131016,High-RE,FALSE
SCI-vetted,1.5C,R10PAC_OECD,IMAGE,4,1,6.0128725,5.882715,-0.5,TRUE,FALSE,0.13015750000000015,2.164647595637528,0.5,High-RE,18.460089545131016,High-RE,TRUE
SCI-vetted,1.5C,R10PAC_OECD,POLES,2,0,4.32122,NA,NA,FALSE,FALSE,NA,NA,NA,NA,18.460089545131016,High-RE,FALSE
SCI-vetted,1.5C,R10PAC_OECD,REMIND,0,3,NA,3.626335,NA,FALSE,FALSE,NA,NA,NA,NA,18.460089545131016,High-RE,FALSE
SCI-vetted,1.5C,R10REF_ECON,GCAM,0,2,NA,15.1261775,NA,FALSE,FALSE,NA,NA,NA,NA,-2.1440173513813634,High-CDR,FALSE
SCI-vetted,1.5C,R10REF_ECON,IMAGE,4,1,14.10518,13.94082,0,TRUE,FALSE,0.16436000000000028,1.16524567570212,-0,High-RE,-2.1440173513813634,High-CDR,FALSE
SCI-vetted,1.5C,R10REF_ECON,POLES,2,0,13.00148,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-2.1440173513813634,High-CDR,FALSE
SCI-vetted,1.5C,R10REF_ECON,REMIND,0,3,NA,13.451825,NA,FALSE,FALSE,NA,NA,NA,NA,-2.1440173513813634,High-CDR,FALSE
SCI-vetted,1.5C,R10REST_ASIA,GCAM,0,2,NA,58.755219999999994,NA,FALSE,FALSE,NA,NA,NA,NA,17.141920574628823,High-RE,FALSE
SCI-vetted,1.5C,R10REST_ASIA,IMAGE,4,1,73.32125500000001,62.48175,-1,TRUE,FALSE,10.83950500000001,14.78357810433006,1,High-RE,17.141920574628823,High-RE,TRUE
SCI-vetted,1.5C,R10REST_ASIA,POLES,2,0,52.574192499999995,NA,NA,FALSE,FALSE,NA,NA,NA,NA,17.141920574628823,High-RE,FALSE
SCI-vetted,1.5C,R10REST_ASIA,REMIND,0,3,NA,55.056995,NA,FALSE,FALSE,NA,NA,NA,NA,17.141920574628823,High-RE,FALSE
SCI-vetted,2C,Aggregated R10 regions,GCAM,0,5,NA,461.47678,NA,FALSE,FALSE,NA,NA,NA,NA,-5.349675826732812,High-CDR,FALSE
SCI-vetted,2C,Aggregated R10 regions,IMAGE,22,3,520.9916250000001,498.9329,-0.42424242424242425,TRUE,TRUE,22.058725000000095,4.233988406243592,0.42424242424242425,High-RE,-5.349675826732812,High-CDR,FALSE
SCI-vetted,2C,Aggregated R10 regions,MESSAGEix,0,3,NA,448.27388,NA,FALSE,FALSE,NA,NA,NA,NA,-5.349675826732812,High-CDR,FALSE
SCI-vetted,2C,Aggregated R10 regions,POLES,41,0,410.06586,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-5.349675826732812,High-CDR,FALSE
SCI-vetted,2C,Aggregated R10 regions,REMIND,0,24,NA,444.26586499999996,NA,FALSE,FALSE,NA,NA,NA,NA,-5.349675826732812,High-CDR,FALSE
SCI-vetted,2C,Aggregated R10 regions,WITCH,0,28,NA,439.4157075,NA,FALSE,FALSE,NA,NA,NA,NA,-5.349675826732812,High-CDR,FALSE
SCI-vetted,2C,R10AFRICA,GCAM,0,5,NA,82.232155,NA,FALSE,FALSE,NA,NA,NA,NA,-6.046542376466948,High-CDR,FALSE
SCI-vetted,2C,R10AFRICA,IMAGE,22,3,76.885445,78.281565,0.5151515151515151,TRUE,TRUE,-1.3961199999999963,-1.8158443382879506,-0.5151515151515151,High-CDR,-6.046542376466948,High-CDR,TRUE
SCI-vetted,2C,R10AFRICA,MESSAGEix,0,3,NA,74.78913,NA,FALSE,FALSE,NA,NA,NA,NA,-6.046542376466948,High-CDR,FALSE
SCI-vetted,2C,R10AFRICA,POLES,41,0,72.94773,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-6.046542376466948,High-CDR,FALSE
SCI-vetted,2C,R10AFRICA,REMIND,0,24,NA,78.91122999999999,NA,FALSE,FALSE,NA,NA,NA,NA,-6.046542376466948,High-CDR,FALSE
SCI-vetted,2C,R10AFRICA,WITCH,0,28,NA,67.27417750000001,NA,FALSE,FALSE,NA,NA,NA,NA,-6.046542376466948,High-CDR,FALSE
SCI-vetted,2C,R10CHINA+,GCAM,0,5,NA,93.36785,NA,FALSE,FALSE,NA,NA,NA,NA,-14.414739383518747,High-CDR,FALSE
SCI-vetted,2C,R10CHINA+,IMAGE,22,3,99.84684250000001,92.18815,-0.45454545454545453,TRUE,TRUE,7.658692500000015,7.670440354686243,0.45454545454545453,High-RE,-14.414739383518747,High-CDR,FALSE
SCI-vetted,2C,R10CHINA+,MESSAGEix,0,3,NA,97.574975,NA,FALSE,FALSE,NA,NA,NA,NA,-14.414739383518747,High-CDR,FALSE
SCI-vetted,2C,R10CHINA+,POLES,41,0,78.76173,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-14.414739383518747,High-CDR,FALSE
SCI-vetted,2C,R10CHINA+,REMIND,0,24,NA,84.797315,NA,FALSE,FALSE,NA,NA,NA,NA,-14.414739383518747,High-CDR,FALSE
SCI-vetted,2C,R10CHINA+,WITCH,0,28,NA,94.58778000000001,NA,FALSE,FALSE,NA,NA,NA,NA,-14.414739383518747,High-CDR,FALSE
SCI-vetted,2C,R10EUROPE,GCAM,0,5,NA,21.74241,NA,FALSE,FALSE,NA,NA,NA,NA,-45.89914000428933,High-CDR,FALSE
SCI-vetted,2C,R10EUROPE,IMAGE,22,3,21.986829999999998,19.65049,-0.36363636363636365,TRUE,TRUE,2.3363399999999963,10.626088435668063,0.36363636363636365,High-RE,-45.89914000428933,High-CDR,FALSE
SCI-vetted,2C,R10EUROPE,MESSAGEix,0,3,NA,15.768265,NA,FALSE,FALSE,NA,NA,NA,NA,-45.89914000428933,High-CDR,FALSE
SCI-vetted,2C,R10EUROPE,POLES,41,0,12.066905,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-45.89914000428933,High-CDR,FALSE
SCI-vetted,2C,R10EUROPE,REMIND,0,24,NA,11.9497275,NA,FALSE,FALSE,NA,NA,NA,NA,-45.89914000428933,High-CDR,FALSE
SCI-vetted,2C,R10EUROPE,WITCH,0,28,NA,17.96823,NA,FALSE,FALSE,NA,NA,NA,NA,-45.89914000428933,High-CDR,FALSE
SCI-vetted,2C,R10INDIA+,GCAM,0,5,NA,111.833015,NA,FALSE,FALSE,NA,NA,NA,NA,15.972809548655066,High-RE,FALSE
SCI-vetted,2C,R10INDIA+,IMAGE,22,3,155.23187000000001,148.93834,-0.30303030303030304,TRUE,TRUE,6.293530000000004,4.054276998660136,0.30303030303030304,High-RE,15.972809548655066,High-RE,TRUE
SCI-vetted,2C,R10INDIA+,MESSAGEix,0,3,NA,99.45517,NA,FALSE,FALSE,NA,NA,NA,NA,15.972809548655066,High-RE,FALSE
SCI-vetted,2C,R10INDIA+,POLES,41,0,110.227135,NA,NA,FALSE,FALSE,NA,NA,NA,NA,15.972809548655066,High-RE,FALSE
SCI-vetted,2C,R10INDIA+,REMIND,0,24,NA,116.3473775,NA,FALSE,FALSE,NA,NA,NA,NA,15.972809548655066,High-RE,FALSE
SCI-vetted,2C,R10INDIA+,WITCH,0,28,NA,91.370315,NA,FALSE,FALSE,NA,NA,NA,NA,15.972809548655066,High-RE,FALSE
SCI-vetted,2C,R10LATIN_AM,GCAM,0,5,NA,16.759595,NA,FALSE,FALSE,NA,NA,NA,NA,-14.77866540880644,High-CDR,FALSE
SCI-vetted,2C,R10LATIN_AM,IMAGE,22,3,22.2724275,22.731065,0.30303030303030304,TRUE,TRUE,-0.4586375000000018,-2.0592164908831867,-0.30303030303030304,High-CDR,-14.77866540880644,High-CDR,TRUE
SCI-vetted,2C,R10LATIN_AM,MESSAGEix,0,3,NA,14.510745,NA,FALSE,FALSE,NA,NA,NA,NA,-14.77866540880644,High-CDR,FALSE
SCI-vetted,2C,R10LATIN_AM,POLES,41,0,13.312265,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-14.77866540880644,High-CDR,FALSE
SCI-vetted,2C,R10LATIN_AM,REMIND,0,24,NA,15.4766625,NA,FALSE,FALSE,NA,NA,NA,NA,-14.77866540880644,High-CDR,FALSE
SCI-vetted,2C,R10LATIN_AM,WITCH,0,28,NA,15.3806575,NA,FALSE,FALSE,NA,NA,NA,NA,-14.77866540880644,High-CDR,FALSE
SCI-vetted,2C,R10MIDDLE_EAST,GCAM,0,5,NA,45.344695,NA,FALSE,FALSE,NA,NA,NA,NA,-19.29181671755479,High-CDR,FALSE
SCI-vetted,2C,R10MIDDLE_EAST,IMAGE,22,3,47.21089,44.12581,-0.7575757575757576,TRUE,TRUE,3.085079999999998,6.534678757379914,0.7575757575757576,High-RE,-19.29181671755479,High-CDR,FALSE
SCI-vetted,2C,R10MIDDLE_EAST,MESSAGEix,0,3,NA,58.319075,NA,FALSE,FALSE,NA,NA,NA,NA,-19.29181671755479,High-CDR,FALSE
SCI-vetted,2C,R10MIDDLE_EAST,POLES,41,0,43.35673,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-19.29181671755479,High-CDR,FALSE
SCI-vetted,2C,R10MIDDLE_EAST,REMIND,0,24,NA,46.879917500000005,NA,FALSE,FALSE,NA,NA,NA,NA,-19.29181671755479,High-CDR,FALSE
SCI-vetted,2C,R10MIDDLE_EAST,WITCH,0,28,NA,68.420195,NA,FALSE,FALSE,NA,NA,NA,NA,-19.29181671755479,High-CDR,FALSE
SCI-vetted,2C,R10NORTH_AM,GCAM,0,5,NA,12.488075,NA,FALSE,FALSE,NA,NA,NA,NA,-57.57785348369065,High-CDR,FALSE
SCI-vetted,2C,R10NORTH_AM,IMAGE,22,3,10.69381,9.850935,-0.3939393939393939,TRUE,TRUE,0.8428749999999994,7.881896162359341,0.3939393939393939,High-RE,-57.57785348369065,High-CDR,FALSE
SCI-vetted,2C,R10NORTH_AM,MESSAGEix,0,3,NA,9.335245,NA,FALSE,FALSE,NA,NA,NA,NA,-57.57785348369065,High-CDR,FALSE
SCI-vetted,2C,R10NORTH_AM,POLES,41,0,6.56489,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-57.57785348369065,High-CDR,FALSE
SCI-vetted,2C,R10NORTH_AM,REMIND,0,24,NA,8.930174999999998,NA,FALSE,FALSE,NA,NA,NA,NA,-57.57785348369065,High-CDR,FALSE
SCI-vetted,2C,R10NORTH_AM,WITCH,0,28,NA,10.5959275,NA,FALSE,FALSE,NA,NA,NA,NA,-57.57785348369065,High-CDR,FALSE
SCI-vetted,2C,R10PAC_OECD,GCAM,0,5,NA,5.85177,NA,FALSE,FALSE,NA,NA,NA,NA,-17.730251772455762,High-CDR,FALSE
SCI-vetted,2C,R10PAC_OECD,IMAGE,22,3,6.1757775,5.969735,-0.48484848484848486,TRUE,TRUE,0.20604249999999968,3.3363005710616953,0.48484848484848486,High-RE,-17.730251772455762,High-CDR,FALSE
SCI-vetted,2C,R10PAC_OECD,MESSAGEix,0,3,NA,6.299755,NA,FALSE,FALSE,NA,NA,NA,NA,-17.730251772455762,High-CDR,FALSE
SCI-vetted,2C,R10PAC_OECD,POLES,41,0,4.42293,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-17.730251772455762,High-CDR,FALSE
SCI-vetted,2C,R10PAC_OECD,REMIND,0,24,NA,3.690115,NA,FALSE,FALSE,NA,NA,NA,NA,-17.730251772455762,High-CDR,FALSE
SCI-vetted,2C,R10PAC_OECD,WITCH,0,28,NA,5.293075,NA,FALSE,FALSE,NA,NA,NA,NA,-17.730251772455762,High-CDR,FALSE
SCI-vetted,2C,R10REF_ECON,GCAM,0,5,NA,15.844605,NA,FALSE,FALSE,NA,NA,NA,NA,-17.591936408487904,High-CDR,FALSE
SCI-vetted,2C,R10REF_ECON,IMAGE,22,3,14.7101,14.08833,-0.42424242424242425,TRUE,TRUE,0.6217700000000015,4.226823746949385,0.42424242424242425,High-RE,-17.591936408487904,High-CDR,FALSE
SCI-vetted,2C,R10REF_ECON,MESSAGEix,0,3,NA,14.9503,NA,FALSE,FALSE,NA,NA,NA,NA,-17.591936408487904,High-CDR,FALSE
SCI-vetted,2C,R10REF_ECON,POLES,41,0,13.188415000000001,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-17.591936408487904,High-CDR,FALSE
SCI-vetted,2C,R10REF_ECON,REMIND,0,24,NA,13.388035,NA,FALSE,FALSE,NA,NA,NA,NA,-17.591936408487904,High-CDR,FALSE
SCI-vetted,2C,R10REF_ECON,WITCH,0,28,NA,16.666395,NA,FALSE,FALSE,NA,NA,NA,NA,-17.591936408487904,High-CDR,FALSE
SCI-vetted,2C,R10REST_ASIA,GCAM,0,5,NA,60.82658,NA,FALSE,FALSE,NA,NA,NA,NA,1.59483889683492,High-RE,FALSE
SCI-vetted,2C,R10REST_ASIA,IMAGE,22,3,66.707795,71.995025,0.5454545454545454,TRUE,TRUE,-5.287229999999994,-7.925955280038853,-0.5454545454545454,High-CDR,1.59483889683492,High-RE,FALSE
SCI-vetted,2C,R10REST_ASIA,MESSAGEix,0,3,NA,57.13601,NA,FALSE,FALSE,NA,NA,NA,NA,1.59483889683492,High-RE,FALSE
SCI-vetted,2C,R10REST_ASIA,POLES,41,0,54.92546,NA,NA,FALSE,FALSE,NA,NA,NA,NA,1.59483889683492,High-RE,FALSE
SCI-vetted,2C,R10REST_ASIA,REMIND,0,24,NA,58.986675000000005,NA,FALSE,FALSE,NA,NA,NA,NA,1.59483889683492,High-RE,FALSE
SCI-vetted,2C,R10REST_ASIA,WITCH,0,28,NA,51.80558,NA,FALSE,FALSE,NA,NA,NA,NA,1.59483889683492,High-RE,FALSE
