"Model","Scenario","Category","Ambition","total_cdr","total_re","Pathway_overlap","Pathway_excl","high_cdr_only","high_re_only","approach","vetting","ambition_method","threshold_label","top_frac"
"MESSAGEix-GLOBIOM 1.2","COVID-Shift-SelfReliance_max_GDP","C4","2C (Medium-Ambition)",203365.456613794,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.2","COVID-Shift-SmartUse","C4","2C (Medium-Ambition)",202897.199399005,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","C3","2C (Medium-Ambition)",423488.201463648,2334785.6207637,"High-RE only","High-RE",FALSE,TRUE,"C","full","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","C4","2C (Medium-Ambition)",252415.876831531,951108.066945368,"Low (both)",NA,FALSE,FALSE,"C","full","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","C3","2C (Medium-Ambition)",414399.908830517,2295918.9718558,"High-RE only","High-RE",FALSE,TRUE,"C","full","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Fragmented World","C3","2C (Medium-Ambition)",368070.473685989,1692207.08869248,"Low (both)",NA,FALSE,FALSE,"C","full","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Low Demand","C2","1.5C (High-Ambition)",418980.134731315,1140434.79808875,"Low (both)",NA,FALSE,FALSE,"C","full","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Nationally Determined Contributions (NDCs)","C4","2C (Medium-Ambition)",420369.60136471,1826000.22981704,"High-RE only","High-RE",FALSE,TRUE,"C","full","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Net-Zero 2050","C2","1.5C (High-Ambition)",462202.175309756,2587162.14489646,"Low (both)",NA,FALSE,FALSE,"C","full","ar6","top_33pct",0.333333333333333
"POLES GECO2019","COMMIT-2°C-2020","C3","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"POLES GECO2019","COMMIT-2°C-2030","C3","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"POLES GECO2019","COMMIT-Baseline","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"POLES GECO2019","COMMIT-Bridge","C2","1.5C (High-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"POLES GECO2019","COMMIT-Bridge-No-Tax","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"POLES GECO2019","COMMIT-Current-Policies","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"POLES GECO2019","COMMIT-GPP","C3","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"POLES GECO2019","COMMIT-GPP-No-Tax","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"POLES GECO2019","COMMIT-NDC-2050-Convergence","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"POLES GECO2019","COMMIT-NDCplus","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1000","C4","2C (Medium-Ambition)",844234.403049385,1688023.07071173,"High-CMT only","High-CMT",TRUE,FALSE,"C","full","ar6","top_33pct",0.333333333333333
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1000-COV","C4","2C (Medium-Ambition)",764763.917642214,1505380.23867675,"High-CMT only","High-CMT",TRUE,FALSE,"C","full","ar6","top_33pct",0.333333333333333
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1000-COV-NDCp","C4","2C (Medium-Ambition)",758112.106817152,1507576.59573003,"High-CMT only","High-CMT",TRUE,FALSE,"C","full","ar6","top_33pct",0.333333333333333
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1000-NDCp","C4","2C (Medium-Ambition)",875433.611296745,1711798.66091112,"High-CMT only","High-CMT",TRUE,FALSE,"C","full","ar6","top_33pct",0.333333333333333
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1000f","C4","2C (Medium-Ambition)",767326.426864152,1645804.43388468,"High-CMT only","High-CMT",TRUE,FALSE,"C","full","ar6","top_33pct",0.333333333333333
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1000f-COV","C4","2C (Medium-Ambition)",741140.5754442,1507963.03845808,"High-CMT only","High-CMT",TRUE,FALSE,"C","full","ar6","top_33pct",0.333333333333333
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1000f-COV-NDCp","C4","2C (Medium-Ambition)",748918.174330138,1503516.81086292,"High-CMT only","High-CMT",TRUE,FALSE,"C","full","ar6","top_33pct",0.333333333333333
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1000f-NDCp","C4","2C (Medium-Ambition)",868492.742474645,1687684.97955225,"High-CMT only","High-CMT",TRUE,FALSE,"C","full","ar6","top_33pct",0.333333333333333
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1200","C4","2C (Medium-Ambition)",784400.670328846,1628716.9704315,"High-CMT only","High-CMT",TRUE,FALSE,"C","full","ar6","top_33pct",0.333333333333333
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1200f","C4","2C (Medium-Ambition)",801003.461921161,1626578.32257241,"High-CMT only","High-CMT",TRUE,FALSE,"C","full","ar6","top_33pct",0.333333333333333
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1400","C3","2C (Medium-Ambition)",882887.997459238,1641524.6503275,"High-CMT only","High-CMT",TRUE,FALSE,"C","full","ar6","top_33pct",0.333333333333333
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1400f","C3","2C (Medium-Ambition)",875167.414740389,1639097.78211194,"High-CMT only","High-CMT",TRUE,FALSE,"C","full","ar6","top_33pct",0.333333333333333
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1600","C3","2C (Medium-Ambition)",863895.702504461,1610708.43307298,"High-CMT only","High-CMT",TRUE,FALSE,"C","full","ar6","top_33pct",0.333333333333333
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1600f","C3","2C (Medium-Ambition)",863895.702504461,1610708.43307298,"High-CMT only","High-CMT",TRUE,FALSE,"C","full","ar6","top_33pct",0.333333333333333
