database,ambition_view,Region,outcome,outcome_label,excluded_family,n_cdr,n_re,median_cdr,median_re,direction_coded_difference,loo_effect_pct,favours,pooled_effect_pct,pooled_favours,direction_flip,influence_shift_pct_points
Full,All ambitions,R10EUROPE,total_energy_jobyears_per_1k,Employment,IMAGE,204,303,167.44714337506042,164.52668455314722,-2.9204588219132006,-1.7441078796857956,High-CDR,5.647144154777592,High-RE,TRUE,7.391252034463387
Full,All ambitions,R10EUROPE,total_energy_jobyears_per_1k,Employment,MESSAGEix,174,278,189.62148210752719,168.44774880241243,-21.17373330511475,-11.166315688381724,High-CDR,5.647144154777592,High-RE,TRUE,16.813459843159315
Full,All ambitions,R10EUROPE,total_energy_jobyears_per_1k,Employment,POLES,213,296,148.26748593143114,163.44218418062522,15.17469824919408,10.234676978479207,High-RE,5.647144154777592,High-RE,FALSE,4.587532823701616
Full,All ambitions,R10EUROPE,total_energy_jobyears_per_1k,Employment,REMIND,272,81,155.8049814805426,181.72129397200587,25.91631249146326,16.63381507137483,High-RE,5.647144154777592,High-RE,FALSE,10.986670916597237
Full,All ambitions,R10EUROPE,total_energy_jobyears_per_1k,Employment,TIAM,261,305,157.2591325104475,164.52668455314722,7.2675520426997196,4.621386323758908,High-RE,5.647144154777592,High-RE,FALSE,1.0257578310186837
Full,All ambitions,R10EUROPE,total_energy_jobyears_per_1k,Employment,WITCH,265,289,153.9661421551375,167.6456873171145,13.67954516197699,8.884774906026658,High-RE,5.647144154777592,High-RE,FALSE,3.2376307512490667
Full,All ambitions,R10INDIA+,gap_GJ_pc,DLE gap,AIM,269,283,5.821209803713821,2.319510778507196,3.5016990252066256,60.154145672135165,High-RE,60.08695957782523,High-RE,FALSE,0.06718609430993183
Full,All ambitions,R10INDIA+,gap_GJ_pc,DLE gap,GCAM,257,292,6.4604995064871344,2.360891914713119,4.099607591774015,63.45651118241718,High-RE,60.08695957782523,High-RE,FALSE,3.3695516045919476
Full,All ambitions,R10INDIA+,gap_GJ_pc,DLE gap,IMAGE,222,295,5.8291214621316865,2.370576818006148,3.4585446441255385,59.332176668364745,High-RE,60.08695957782523,High-RE,FALSE,0.7547829094604879
Full,All ambitions,R10INDIA+,gap_GJ_pc,DLE gap,MESSAGEix,191,270,7.271348953819063,2.313559869542519,4.957789084276545,68.18252178191243,High-RE,60.08695957782523,High-RE,FALSE,8.095562204087194
Full,All ambitions,R10INDIA+,gap_GJ_pc,DLE gap,POLES,230,288,5.317769318099069,2.3344880028547514,2.9832813152443176,56.10023934454427,High-RE,60.08695957782523,High-RE,FALSE,3.9867202332809626
Full,All ambitions,R10INDIA+,gap_GJ_pc,DLE gap,REMIND,289,73,5.961041786615143,8.433171413836243,-2.4721296272211006,-41.4714359622842,High-CDR,60.08695957782523,High-RE,TRUE,101.55839554010943
