database,Region,amb,outcome,outcome_label,outcome_unit,lower_is_better,family,Model,project,n_cdr,n_re,median_cdr,median_re,comparable,robust,direction_coded_difference,relative_effect_pct,favours,matched_unit
Full,Aggregated R10 regions,1.5C,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,0,1,NA,27.74007785374581,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.3-4.8 | NGFS Phase 5 | 1.5C
Full,Aggregated R10 regions,1.5C,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,WITCH,WITCH 5.0,ENGAGE,6,0,74.10233263800546,NA,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | ENGAGE | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,AIM,AIM/CGE V2.2,ENGAGE,1,3,13.242193834081949,12.438604453756437,TRUE,FALSE,0.8035893803255121,6.068400677365731,High-RE,AIM/CGE V2.2 | ENGAGE | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,GCAM,GCAM 5.3,Deep,7,0,4.769505163657984,NA,FALSE,FALSE,NA,NA,NA,GCAM 5.3 | Deep | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,0,1,NA,6.472583454576963,FALSE,FALSE,NA,NA,NA,GCAM 6.0 NGFS | NGFS Phase 5 | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,IMAGE,IMAGE 3.2,SSP2021,12,0,7.62785270204385,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.2 | SSP2021 | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,IMAGE,IMAGE 3.3,GEO7,2,0,14.084017724057407,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | GEO7 | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,IMAGE,IMAGE 3.3,SHAPE,9,0,7.356316901233129,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | SHAPE | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,13,0,5.137773740643114,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.1 | ENGAGE | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,1,0,5.940368406445992,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.1 | NGFS Phase 2 | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,5,0,5.709272799587488,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.2 | COVID | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,6,3,3.62163332639071,3.825128283544173,TRUE,TRUE,-0.20349495715346277,-5.618872448257046,High-CDR,MESSAGEix-GLOBIOM GEI 1.0 | GEI | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,POLES,POLES-JRC ENGAGE,ENGAGE,4,1,9.637512368937042,8.52563208216174,TRUE,FALSE,1.1118802867753015,11.537005030043195,High-RE,POLES-JRC ENGAGE | ENGAGE | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND 2.1,CEMICS,0,4,NA,4.872380461097679,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | CEMICS | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND 2.1,R2p1,0,2,NA,3.8069123778982075,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | R2p1 | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND 3.0,ENGAGE,0,2,NA,7.564119489996754,FALSE,FALSE,NA,NA,NA,REMIND 3.0 | ENGAGE | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND 3.0,NAVIGATE,1,0,9.779781873561776,NA,FALSE,FALSE,NA,NA,NA,REMIND 3.0 | NAVIGATE | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-Buildings 2.0,BEG,0,2,NA,6.149378913384817,FALSE,FALSE,NA,NA,NA,REMIND-Buildings 2.0 | BEG | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 1.7-3.0,CD,0,4,NA,3.553287359949456,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | CD | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,0,3,NA,3.38653972816759,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | COMMIT | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,0,13,NA,3.723072466426664,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | PEP | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 2.1-4.2,CEMICS,0,3,NA,5.558393240252902,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | CEMICS | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,0,19,NA,4.6127644092113185,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | ENGAGE | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,0,2,NA,5.005568744312942,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | SusDev | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,0,1,NA,6.456037677173781,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.3 | DeepElectrification | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,0,3,NA,5.02612927009459,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2.0-4.8.0 | RESCUE | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,0,1,NA,7.238107545580679,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.3-4.8 | NGFS Phase 5 | 1.5C
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,WITCH,WITCH 5.0,ENGAGE,6,0,19.244593001732436,NA,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | ENGAGE | 1.5C
Full,Aggregated R10 regions,1.5C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,AIM,AIM/CGE V2.2,ENGAGE,1,0,414.809565,NA,FALSE,FALSE,NA,NA,NA,AIM/CGE V2.2 | ENGAGE | 1.5C
Full,Aggregated R10 regions,1.5C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,0,1,NA,443.68606,FALSE,FALSE,NA,NA,NA,GCAM 6.0 NGFS | NGFS Phase 5 | 1.5C
Full,Aggregated R10 regions,1.5C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,IMAGE,IMAGE 3.2,SSP2021,12,0,485.09257,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.2 | SSP2021 | 1.5C
Full,Aggregated R10 regions,1.5C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,IMAGE,IMAGE 3.3,GEO7,2,0,452.1357575,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | GEO7 | 1.5C
Full,Aggregated R10 regions,1.5C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,IMAGE,IMAGE 3.3,SHAPE,9,0,471.418065,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | SHAPE | 1.5C
Full,Aggregated R10 regions,1.5C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,11,0,420.491735,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.1 | ENGAGE | 1.5C
Full,Aggregated R10 regions,1.5C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,1,0,423.65872,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.1 | NGFS Phase 2 | 1.5C
Full,Aggregated R10 regions,1.5C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,5,0,418.628815,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.2 | COVID | 1.5C
Full,Aggregated R10 regions,1.5C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,6,3,433.74289999999996,414.700365,TRUE,TRUE,19.042534999999987,4.3902816622473795,High-RE,MESSAGEix-GLOBIOM GEI 1.0 | GEI | 1.5C
Full,Aggregated R10 regions,1.5C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,POLES,POLES-JRC ENGAGE,ENGAGE,4,0,390.3081075,NA,FALSE,FALSE,NA,NA,NA,POLES-JRC ENGAGE | ENGAGE | 1.5C
Full,Aggregated R10 regions,1.5C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND 2.1,R2p1,0,2,NA,410.176655,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | R2p1 | 1.5C
Full,Aggregated R10 regions,1.5C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND-Buildings 2.0,BEG,0,2,NA,417.03394000000003,FALSE,FALSE,NA,NA,NA,REMIND-Buildings 2.0 | BEG | 1.5C
Full,Aggregated R10 regions,1.5C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND-MAgPIE 1.7-3.0,CD,0,4,NA,441.78067,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | CD | 1.5C
Full,Aggregated R10 regions,1.5C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,0,3,NA,440.058145,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | COMMIT | 1.5C
Full,Aggregated R10 regions,1.5C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,0,13,NA,430.661875,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | PEP | 1.5C
Full,Aggregated R10 regions,1.5C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,0,19,NA,416.117865,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | ENGAGE | 1.5C
Full,Aggregated R10 regions,1.5C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,0,2,NA,405.18654749999996,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | SusDev | 1.5C
Full,Aggregated R10 regions,1.5C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,0,1,NA,400.847605,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.3 | DeepElectrification | 1.5C
Full,Aggregated R10 regions,1.5C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,0,3,NA,410.709315,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2.0-4.8.0 | RESCUE | 1.5C
Full,Aggregated R10 regions,1.5C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,0,1,NA,412.991225,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.3-4.8 | NGFS Phase 5 | 1.5C
Full,Aggregated R10 regions,1.5C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,WITCH,WITCH 5.0,ENGAGE,6,0,421.55897000000004,NA,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | ENGAGE | 1.5C
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,AIM,AIM/CGE V2.2,ENGAGE,1,3,547.3960570107322,427.7854205293323,TRUE,FALSE,-119.61063648139987,-21.850839981307136,High-CDR,AIM/CGE V2.2 | ENGAGE | 1.5C
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,0,1,NA,638.7279222248432,FALSE,FALSE,NA,NA,NA,GCAM 6.0 NGFS | NGFS Phase 5 | 1.5C
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,IMAGE,IMAGE 3.2,SSP2021,12,0,459.3214241153022,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.2 | SSP2021 | 1.5C
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,IMAGE,IMAGE 3.3,SHAPE,9,0,342.4417888475211,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | SHAPE | 1.5C
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,13,0,295.36125574465535,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.1 | ENGAGE | 1.5C
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,1,0,280.35332609246854,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.1 | NGFS Phase 2 | 1.5C
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,5,0,2.913626479053122,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.2 | COVID | 1.5C
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,6,3,389.9821332528713,440.3862565281169,TRUE,TRUE,50.40412327524564,12.924726282925048,High-RE,MESSAGEix-GLOBIOM GEI 1.0 | GEI | 1.5C
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,POLES,POLES-JRC ENGAGE,ENGAGE,4,1,446.30488831787466,456.12463062796354,TRUE,FALSE,9.819742310088884,2.200231852064077,High-RE,POLES-JRC ENGAGE | ENGAGE | 1.5C
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND 2.1,CEMICS,0,4,NA,923.1428348003412,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | CEMICS | 1.5C
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND 2.1,R2p1,0,2,NA,757.322860540341,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | R2p1 | 1.5C
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND 3.0,ENGAGE,0,2,NA,523.1021012943252,FALSE,FALSE,NA,NA,NA,REMIND 3.0 | ENGAGE | 1.5C
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND 3.0,NAVIGATE,1,0,369.0978178339944,NA,FALSE,FALSE,NA,NA,NA,REMIND 3.0 | NAVIGATE | 1.5C
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND-Buildings 2.0,BEG,0,2,NA,795.1956797199126,FALSE,FALSE,NA,NA,NA,REMIND-Buildings 2.0 | BEG | 1.5C
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND-MAgPIE 1.7-3.0,CD,0,4,NA,772.3389589594475,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | CD | 1.5C
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,0,3,NA,726.6588313199819,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | COMMIT | 1.5C
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,0,13,NA,803.5691107558773,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | PEP | 1.5C
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND-MAgPIE 2.1-4.2,CEMICS,0,3,NA,740.0776022524219,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | CEMICS | 1.5C
