database,Model,Scenario,Pathway,amb,family,project,Region,outcome,value,outcome_label,outcome_unit,lower_is_better
Full,WITCH 5.0,ENGAGE-INDCi2100,High-RE,2C,WITCH,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,2108.61409400841,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-INDCi2100,High-RE,2C,WITCH,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,144.35651721874947,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-400f,High-CDR,1.5C,WITCH,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,235.87136758220132,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-400f,High-CDR,1.5C,WITCH,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,429.4996504450478,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-400f,High-CDR,1.5C,WITCH,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,211.25013256069067,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-400f,High-CDR,1.5C,WITCH,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,282.9951151372848,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-400f,High-CDR,1.5C,WITCH,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,612.7500714539314,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-400f,High-CDR,1.5C,WITCH,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,576.1293920792955,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-400f,High-CDR,1.5C,WITCH,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,645.1132030934504,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-400f,High-CDR,1.5C,WITCH,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,423.9798282466535,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-400f,High-CDR,1.5C,WITCH,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,2594.2614737744257,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-400f,High-CDR,1.5C,WITCH,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,251.61718043537456,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-450,High-CDR,1.5C,WITCH,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,181.53090917560502,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-450,High-CDR,1.5C,WITCH,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,427.04977325320976,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-450,High-CDR,1.5C,WITCH,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,201.6144905522025,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-450,High-CDR,1.5C,WITCH,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,272.57624340508073,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-450,High-CDR,1.5C,WITCH,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,567.415430955744,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-450,High-CDR,1.5C,WITCH,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,557.4848131575694,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-450,High-CDR,1.5C,WITCH,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,599.6012553204047,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-450,High-CDR,1.5C,WITCH,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,411.7444417484422,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-450,High-CDR,1.5C,WITCH,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,2556.085264449635,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-450,High-CDR,1.5C,WITCH,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,216.6740305675997,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-450f,High-CDR,1.5C,WITCH,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,229.78140641161198,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-450f,High-CDR,1.5C,WITCH,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,428.9774778195898,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-450f,High-CDR,1.5C,WITCH,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,209.39511100032732,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-450f,High-CDR,1.5C,WITCH,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,281.05131081419484,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-450f,High-CDR,1.5C,WITCH,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,610.4524573725799,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-450f,High-CDR,1.5C,WITCH,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,575.4671390275877,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-450f,High-CDR,1.5C,WITCH,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,639.85327437435285,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-450f,High-CDR,1.5C,WITCH,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,423.1840505798367,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-450f,High-CDR,1.5C,WITCH,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,2585.2182315754935,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-450f,High-CDR,1.5C,WITCH,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,246.79234378412445,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-500,High-CDR,1.5C,WITCH,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,187.52309875164894,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-500,High-CDR,1.5C,WITCH,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,429.0397351330631,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-500,High-CDR,1.5C,WITCH,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,201.1730941153818,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-500,High-CDR,1.5C,WITCH,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,273.71350671523044,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-500,High-CDR,1.5C,WITCH,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,565.6123301057243,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-500,High-CDR,1.5C,WITCH,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,563.0171126830592,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-500,High-CDR,1.5C,WITCH,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,610.3042608860238,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-500,High-CDR,1.5C,WITCH,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,423.1928993411807,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-500,High-CDR,1.5C,WITCH,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,2552.5177132518565,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-500,High-CDR,1.5C,WITCH,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,232.3870262718957,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-500f,High-CDR,1.5C,WITCH,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,224.29844108175607,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-500f,High-CDR,1.5C,WITCH,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,428.0511994946252,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-500f,High-CDR,1.5C,WITCH,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,207.62971753951217,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-500f,High-CDR,1.5C,WITCH,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,279.7540257488447,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-500f,High-CDR,1.5C,WITCH,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,608.4957947132023,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-500f,High-CDR,1.5C,WITCH,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,573.5929217322698,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-500f,High-CDR,1.5C,WITCH,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,635.0808672552654,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-500f,High-CDR,1.5C,WITCH,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,422.56175450109174,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-500f,High-CDR,1.5C,WITCH,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,2577.040904359267,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-500f,High-CDR,1.5C,WITCH,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,242.10517761856144,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-900,High-RE,2C,WITCH,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,181.18509486378258,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-900,High-RE,2C,WITCH,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,421.8434595802109,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-900,High-RE,2C,WITCH,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,198.07453926101996,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-900,High-RE,2C,WITCH,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,267.68432765343977,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-900,High-RE,2C,WITCH,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,594.8016925361203,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-900,High-RE,2C,WITCH,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,558.8595311151461,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-900,High-RE,2C,WITCH,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,572.6418101410128,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-900,High-RE,2C,WITCH,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,413.7465517191129,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-900,High-RE,2C,WITCH,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,2409.608156732102,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-NPi2020-900,High-RE,2C,WITCH,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,207.61321204888665,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-1.5°C-ele_u,High-RE,2C,WITCH,NAVIGATE,R10AFRICA,total_energy_jobyears_per_1k,750.6636729329167,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-1.5°C-ele_u,High-RE,2C,WITCH,NAVIGATE,R10CHINA+,total_energy_jobyears_per_1k,549.3996710190047,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-1.5°C-ele_u,High-RE,2C,WITCH,NAVIGATE,R10EUROPE,total_energy_jobyears_per_1k,160.05362983283183,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-1.5°C-ele_u,High-RE,2C,WITCH,NAVIGATE,R10INDIA+,total_energy_jobyears_per_1k,606.1267687560616,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-1.5°C-ele_u,High-RE,2C,WITCH,NAVIGATE,R10LATIN_AM,total_energy_jobyears_per_1k,468.1935017116357,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-1.5°C-ele_u,High-RE,2C,WITCH,NAVIGATE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,403.5196399861613,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-1.5°C-ele_u,High-RE,2C,WITCH,NAVIGATE,R10NORTH_AM,total_energy_jobyears_per_1k,321.5072846629209,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-1.5°C-ele_u,High-RE,2C,WITCH,NAVIGATE,R10PAC_OECD,total_energy_jobyears_per_1k,258.48978817806454,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-1.5°C-ele_u,High-RE,2C,WITCH,NAVIGATE,R10REF_ECON,total_energy_jobyears_per_1k,941.597368277593,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-1.5°C-ele_u,High-RE,2C,WITCH,NAVIGATE,R10REST_ASIA,total_energy_jobyears_per_1k,491.53093680070634,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-1.5°C-ref,High-RE,2C,WITCH,NAVIGATE,R10AFRICA,total_energy_jobyears_per_1k,724.07077787821,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-1.5°C-ref,High-RE,2C,WITCH,NAVIGATE,R10CHINA+,total_energy_jobyears_per_1k,558.9811012618252,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-1.5°C-ref,High-RE,2C,WITCH,NAVIGATE,R10EUROPE,total_energy_jobyears_per_1k,141.46657147531758,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-1.5°C-ref,High-RE,2C,WITCH,NAVIGATE,R10INDIA+,total_energy_jobyears_per_1k,582.091749978774,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-1.5°C-ref,High-RE,2C,WITCH,NAVIGATE,R10LATIN_AM,total_energy_jobyears_per_1k,420.3587627856532,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-1.5°C-ref,High-RE,2C,WITCH,NAVIGATE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,343.89940852385905,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-1.5°C-ref,High-RE,2C,WITCH,NAVIGATE,R10NORTH_AM,total_energy_jobyears_per_1k,302.03979788175087,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-1.5°C-ref,High-RE,2C,WITCH,NAVIGATE,R10PAC_OECD,total_energy_jobyears_per_1k,261.1342554313771,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-1.5°C-ref,High-RE,2C,WITCH,NAVIGATE,R10REF_ECON,total_energy_jobyears_per_1k,779.2995624194745,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-1.5°C-ref,High-RE,2C,WITCH,NAVIGATE,R10REST_ASIA,total_energy_jobyears_per_1k,524.63297912395706,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-2.0°C-ele_u,High-RE,2C,WITCH,NAVIGATE,R10AFRICA,total_energy_jobyears_per_1k,700.9761694035415,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-2.0°C-ele_u,High-RE,2C,WITCH,NAVIGATE,R10CHINA+,total_energy_jobyears_per_1k,509.67034424645755,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-2.0°C-ele_u,High-RE,2C,WITCH,NAVIGATE,R10EUROPE,total_energy_jobyears_per_1k,152.28987627610735,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-2.0°C-ele_u,High-RE,2C,WITCH,NAVIGATE,R10INDIA+,total_energy_jobyears_per_1k,585.6160813618985,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-2.0°C-ele_u,High-RE,2C,WITCH,NAVIGATE,R10LATIN_AM,total_energy_jobyears_per_1k,465.8850132208129,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-2.0°C-ele_u,High-RE,2C,WITCH,NAVIGATE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,387.5453072098027,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-2.0°C-ele_u,High-RE,2C,WITCH,NAVIGATE,R10NORTH_AM,total_energy_jobyears_per_1k,313.93473754505743,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-2.0°C-ele_u,High-RE,2C,WITCH,NAVIGATE,R10PAC_OECD,total_energy_jobyears_per_1k,235.02874440165075,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-2.0°C-ele_u,High-RE,2C,WITCH,NAVIGATE,R10REF_ECON,total_energy_jobyears_per_1k,792.6404978115366,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-2.0°C-ele_u,High-RE,2C,WITCH,NAVIGATE,R10REST_ASIA,total_energy_jobyears_per_1k,467.4177586839925,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-2.0°C-ref,High-RE,2C,WITCH,NAVIGATE,R10AFRICA,total_energy_jobyears_per_1k,648.9830877774348,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-2.0°C-ref,High-RE,2C,WITCH,NAVIGATE,R10CHINA+,total_energy_jobyears_per_1k,484.32342634879006,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-2.0°C-ref,High-RE,2C,WITCH,NAVIGATE,R10EUROPE,total_energy_jobyears_per_1k,133.2601750154657,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-2.0°C-ref,High-RE,2C,WITCH,NAVIGATE,R10INDIA+,total_energy_jobyears_per_1k,577.1558816972042,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-2.0°C-ref,High-RE,2C,WITCH,NAVIGATE,R10LATIN_AM,total_energy_jobyears_per_1k,419.5459853153535,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-2.0°C-ref,High-RE,2C,WITCH,NAVIGATE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,325.22612526841556,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-2.0°C-ref,High-RE,2C,WITCH,NAVIGATE,R10NORTH_AM,total_energy_jobyears_per_1k,295.3843999527872,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-2.0°C-ref,High-RE,2C,WITCH,NAVIGATE,R10PAC_OECD,total_energy_jobyears_per_1k,255.54017369500116,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-2.0°C-ref,High-RE,2C,WITCH,NAVIGATE,R10REF_ECON,total_energy_jobyears_per_1k,676.0074587233576,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,NAVIGATE Demand-2.0°C-ref,High-RE,2C,WITCH,NAVIGATE,R10REST_ASIA,total_energy_jobyears_per_1k,514.5137936220716,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-Feasibility-1000/Cost-Effective,High-RE,2C,AIM,ENGAGE,Aggregated R10 regions,total_energy_jobyears_per_1k,415.0247636256799,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,High-RE,2C,AIM,ENGAGE,Aggregated R10 regions,total_energy_jobyears_per_1k,341.72166212076246,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-Feasibility-1000/Institutional,High-RE,2C,AIM,ENGAGE,Aggregated R10 regions,total_energy_jobyears_per_1k,428.40106068723253,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-Feasibility-1000/Technology,High-RE,2C,AIM,ENGAGE,Aggregated R10 regions,total_energy_jobyears_per_1k,437.088864357465,Employment,"total energy-sector job-years per 1,000 people",FALSE
