database,Model,Scenario,Pathway,amb,family,project,Region,outcome,value,outcome_label,outcome_unit,lower_is_better
Full,REMIND-Buildings 2.0,BEG-600,High-RE,1.5C,REMIND,BEG,R10PAC_OECD,gap_GJ_pc,0.8453271593956931,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-Buildings 2.0,BEG-600,High-RE,1.5C,REMIND,BEG,R10PAC_OECD,headcount_pct,0.4575453238432787,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-Buildings 2.0,BEG-600,High-RE,1.5C,REMIND,BEG,R10REF_ECON,gap_GJ_pc,10.465067980342347,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-Buildings 2.0,BEG-600,High-RE,1.5C,REMIND,BEG,R10REF_ECON,headcount_pct,2.3999150876501427,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-Buildings 2.0,BEG-600,High-RE,1.5C,REMIND,BEG,R10REST_ASIA,gap_GJ_pc,29.74527025527179,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-Buildings 2.0,BEG-600,High-RE,1.5C,REMIND,BEG,R10REST_ASIA,headcount_pct,6.639127853576173,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-Buildings 2.0,BEG-600-Efficiency,High-RE,1.5C,REMIND,BEG,R10AFRICA,gap_GJ_pc,103.66266215968648,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-Buildings 2.0,BEG-600-Efficiency,High-RE,1.5C,REMIND,BEG,R10AFRICA,headcount_pct,15.04985246840796,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-Buildings 2.0,BEG-600-Efficiency,High-RE,1.5C,REMIND,BEG,R10CHINA+,gap_GJ_pc,14.9017966859721,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-Buildings 2.0,BEG-600-Efficiency,High-RE,1.5C,REMIND,BEG,R10CHINA+,headcount_pct,4.577684529598295,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-Buildings 2.0,BEG-600-Efficiency,High-RE,1.5C,REMIND,BEG,R10EUROPE,gap_GJ_pc,0.21158937072635875,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-Buildings 2.0,BEG-600-Efficiency,High-RE,1.5C,REMIND,BEG,R10EUROPE,headcount_pct,0.11458610713157884,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-Buildings 2.0,BEG-600-Efficiency,High-RE,1.5C,REMIND,BEG,R10INDIA+,gap_GJ_pc,4.673577073242764,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-Buildings 2.0,BEG-600-Efficiency,High-RE,1.5C,REMIND,BEG,R10INDIA+,headcount_pct,1.9585285149994391,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-Buildings 2.0,BEG-600-Efficiency,High-RE,1.5C,REMIND,BEG,R10LATIN_AM,gap_GJ_pc,52.62256556802294,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-Buildings 2.0,BEG-600-Efficiency,High-RE,1.5C,REMIND,BEG,R10LATIN_AM,headcount_pct,10.269124848310057,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-Buildings 2.0,BEG-600-Efficiency,High-RE,1.5C,REMIND,BEG,R10MIDDLE_EAST,gap_GJ_pc,7.698520784328063,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-Buildings 2.0,BEG-600-Efficiency,High-RE,1.5C,REMIND,BEG,R10MIDDLE_EAST,headcount_pct,1.9209140448134008,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-Buildings 2.0,BEG-600-Efficiency,High-RE,1.5C,REMIND,BEG,R10NORTH_AM,gap_GJ_pc,0.23576091214265343,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-Buildings 2.0,BEG-600-Efficiency,High-RE,1.5C,REMIND,BEG,R10NORTH_AM,headcount_pct,0.08303578696551989,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-Buildings 2.0,BEG-600-Efficiency,High-RE,1.5C,REMIND,BEG,R10PAC_OECD,gap_GJ_pc,0.9850981201992148,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-Buildings 2.0,BEG-600-Efficiency,High-RE,1.5C,REMIND,BEG,R10PAC_OECD,headcount_pct,0.5495843998161348,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-Buildings 2.0,BEG-600-Efficiency,High-RE,1.5C,REMIND,BEG,R10REF_ECON,gap_GJ_pc,11.114472555096642,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-Buildings 2.0,BEG-600-Efficiency,High-RE,1.5C,REMIND,BEG,R10REF_ECON,headcount_pct,2.6088561821110305,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-Buildings 2.0,BEG-600-Efficiency,High-RE,1.5C,REMIND,BEG,R10REST_ASIA,gap_GJ_pc,30.975400352878474,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-Buildings 2.0,BEG-600-Efficiency,High-RE,1.5C,REMIND,BEG,R10REST_ASIA,headcount_pct,7.004949076746825,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1000,High-RE,1.5C,REMIND,CD,R10AFRICA,gap_GJ_pc,28.80173191447571,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1000,High-RE,1.5C,REMIND,CD,R10AFRICA,headcount_pct,6.334746957132703,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1000,High-RE,1.5C,REMIND,CD,R10CHINA+,gap_GJ_pc,12.303697770771327,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1000,High-RE,1.5C,REMIND,CD,R10CHINA+,headcount_pct,3.666716025579965,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1000,High-RE,1.5C,REMIND,CD,R10EUROPE,gap_GJ_pc,0.07847021477108185,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1000,High-RE,1.5C,REMIND,CD,R10EUROPE,headcount_pct,0.03703449101524257,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1000,High-RE,1.5C,REMIND,CD,R10INDIA+,gap_GJ_pc,0.8115756151024608,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1000,High-RE,1.5C,REMIND,CD,R10INDIA+,headcount_pct,0.4529209457475116,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1000,High-RE,1.5C,REMIND,CD,R10LATIN_AM,gap_GJ_pc,37.93495500963285,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1000,High-RE,1.5C,REMIND,CD,R10LATIN_AM,headcount_pct,7.659302831440118,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1000,High-RE,1.5C,REMIND,CD,R10MIDDLE_EAST,gap_GJ_pc,2.854923217993103,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1000,High-RE,1.5C,REMIND,CD,R10MIDDLE_EAST,headcount_pct,0.770503048378409,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1000,High-RE,1.5C,REMIND,CD,R10NORTH_AM,gap_GJ_pc,0.0992081497369488,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1000,High-RE,1.5C,REMIND,CD,R10NORTH_AM,headcount_pct,0.02773066055051375,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1000,High-RE,1.5C,REMIND,CD,R10PAC_OECD,gap_GJ_pc,0.24446075930730624,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1000,High-RE,1.5C,REMIND,CD,R10PAC_OECD,headcount_pct,0.12298056361174366,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1000,High-RE,1.5C,REMIND,CD,R10REF_ECON,gap_GJ_pc,1.0374640921264606,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1000,High-RE,1.5C,REMIND,CD,R10REF_ECON,headcount_pct,0.6133730677127923,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1000,High-RE,1.5C,REMIND,CD,R10REST_ASIA,gap_GJ_pc,13.38831795069321,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1000,High-RE,1.5C,REMIND,CD,R10REST_ASIA,headcount_pct,3.3149945506293563,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1600,High-RE,2C,REMIND,CD,R10AFRICA,gap_GJ_pc,26.609411042036815,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1600,High-RE,2C,REMIND,CD,R10AFRICA,headcount_pct,5.686117119826304,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1600,High-RE,2C,REMIND,CD,R10CHINA+,gap_GJ_pc,11.978868205582614,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1600,High-RE,2C,REMIND,CD,R10CHINA+,headcount_pct,3.516628026754435,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1600,High-RE,2C,REMIND,CD,R10EUROPE,gap_GJ_pc,0.07695635808325271,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1600,High-RE,2C,REMIND,CD,R10EUROPE,headcount_pct,0.0359918612344129,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1600,High-RE,2C,REMIND,CD,R10INDIA+,gap_GJ_pc,0.8066198685510041,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1600,High-RE,2C,REMIND,CD,R10INDIA+,headcount_pct,0.44814236795868306,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1600,High-RE,2C,REMIND,CD,R10LATIN_AM,gap_GJ_pc,36.63408039299711,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1600,High-RE,2C,REMIND,CD,R10LATIN_AM,headcount_pct,7.360859456165296,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1600,High-RE,2C,REMIND,CD,R10MIDDLE_EAST,gap_GJ_pc,2.5719729105655516,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1600,High-RE,2C,REMIND,CD,R10MIDDLE_EAST,headcount_pct,0.6688457148658581,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1600,High-RE,2C,REMIND,CD,R10NORTH_AM,gap_GJ_pc,0.09492666935869053,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1600,High-RE,2C,REMIND,CD,R10NORTH_AM,headcount_pct,0.02620287364579861,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1600,High-RE,2C,REMIND,CD,R10PAC_OECD,gap_GJ_pc,0.23888580811172308,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1600,High-RE,2C,REMIND,CD,R10PAC_OECD,headcount_pct,0.11846587268669148,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1600,High-RE,2C,REMIND,CD,R10REF_ECON,gap_GJ_pc,0.9027871964893912,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1600,High-RE,2C,REMIND,CD,R10REF_ECON,headcount_pct,0.5181154012282122,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1600,High-RE,2C,REMIND,CD,R10REST_ASIA,gap_GJ_pc,12.9487725796977,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1600,High-RE,2C,REMIND,CD,R10REST_ASIA,headcount_pct,3.142397591187953,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_400,High-RE,1.5C,REMIND,CD,R10AFRICA,gap_GJ_pc,32.35177436841874,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_400,High-RE,1.5C,REMIND,CD,R10AFRICA,headcount_pct,7.304859806311821,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_400,High-RE,1.5C,REMIND,CD,R10CHINA+,gap_GJ_pc,13.09058601732682,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_400,High-RE,1.5C,REMIND,CD,R10CHINA+,headcount_pct,3.978763781690438,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_400,High-RE,1.5C,REMIND,CD,R10EUROPE,gap_GJ_pc,0.08275584748454458,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_400,High-RE,1.5C,REMIND,CD,R10EUROPE,headcount_pct,0.03991588683192878,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_400,High-RE,1.5C,REMIND,CD,R10INDIA+,gap_GJ_pc,0.8310914878211991,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_400,High-RE,1.5C,REMIND,CD,R10INDIA+,headcount_pct,0.4712499105281572,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_400,High-RE,1.5C,REMIND,CD,R10LATIN_AM,gap_GJ_pc,39.66412761357707,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_400,High-RE,1.5C,REMIND,CD,R10LATIN_AM,headcount_pct,8.071859502941903,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_400,High-RE,1.5C,REMIND,CD,R10MIDDLE_EAST,gap_GJ_pc,3.3222050973180264,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_400,High-RE,1.5C,REMIND,CD,R10MIDDLE_EAST,headcount_pct,0.929119570196316,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_400,High-RE,1.5C,REMIND,CD,R10NORTH_AM,gap_GJ_pc,0.10815957427564628,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_400,High-RE,1.5C,REMIND,CD,R10NORTH_AM,headcount_pct,0.0309288852376212,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_400,High-RE,1.5C,REMIND,CD,R10PAC_OECD,gap_GJ_pc,0.2701524217581694,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_400,High-RE,1.5C,REMIND,CD,R10PAC_OECD,headcount_pct,0.14119907529935338,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_400,High-RE,1.5C,REMIND,CD,R10REF_ECON,gap_GJ_pc,1.2485110394033525,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_400,High-RE,1.5C,REMIND,CD,R10REF_ECON,headcount_pct,0.7556714035478199,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_400,High-RE,1.5C,REMIND,CD,R10REST_ASIA,gap_GJ_pc,14.370424081056726,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_400,High-RE,1.5C,REMIND,CD,R10REST_ASIA,headcount_pct,3.6764997516740223,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDCi,High-RE,2C,REMIND,CD,R10AFRICA,gap_GJ_pc,22.31960123570612,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDCi,High-RE,2C,REMIND,CD,R10AFRICA,headcount_pct,4.334919126030758,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDCi,High-RE,2C,REMIND,CD,R10CHINA+,gap_GJ_pc,11.415598733991247,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDCi,High-RE,2C,REMIND,CD,R10CHINA+,headcount_pct,3.2681070263379213,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDCi,High-RE,2C,REMIND,CD,R10EUROPE,gap_GJ_pc,0.07776309716257422,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDCi,High-RE,2C,REMIND,CD,R10EUROPE,headcount_pct,0.03646419870374037,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDCi,High-RE,2C,REMIND,CD,R10INDIA+,gap_GJ_pc,0.8026687021589443,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDCi,High-RE,2C,REMIND,CD,R10INDIA+,headcount_pct,0.44446562457798294,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDCi,High-RE,2C,REMIND,CD,R10LATIN_AM,gap_GJ_pc,35.0938420022296,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDCi,High-RE,2C,REMIND,CD,R10LATIN_AM,headcount_pct,6.878259230714103,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDCi,High-RE,2C,REMIND,CD,R10MIDDLE_EAST,gap_GJ_pc,2.2824598781215792,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDCi,High-RE,2C,REMIND,CD,R10MIDDLE_EAST,headcount_pct,0.5499377531002001,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDCi,High-RE,2C,REMIND,CD,R10NORTH_AM,gap_GJ_pc,0.09215476323060344,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDCi,High-RE,2C,REMIND,CD,R10NORTH_AM,headcount_pct,0.02455182133076145,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDCi,High-RE,2C,REMIND,CD,R10PAC_OECD,gap_GJ_pc,0.23359278358781851,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDCi,High-RE,2C,REMIND,CD,R10PAC_OECD,headcount_pct,0.11399999845126492,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDCi,High-RE,2C,REMIND,CD,R10REF_ECON,gap_GJ_pc,0.746099068750726,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDCi,High-RE,2C,REMIND,CD,R10REF_ECON,headcount_pct,0.3916664568188678,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDCi,High-RE,2C,REMIND,CD,R10REST_ASIA,gap_GJ_pc,12.525096347219549,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDCi,High-RE,2C,REMIND,CD,R10REST_ASIA,headcount_pct,2.965334807496776,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi,High-RE,2C,REMIND,CD,R10AFRICA,gap_GJ_pc,21.43420842433992,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi,High-RE,2C,REMIND,CD,R10AFRICA,headcount_pct,4.137874092910683,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi,High-RE,2C,REMIND,CD,R10CHINA+,gap_GJ_pc,11.20252700714539,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi,High-RE,2C,REMIND,CD,R10CHINA+,headcount_pct,3.1937071432499033,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi,High-RE,2C,REMIND,CD,R10EUROPE,gap_GJ_pc,0.06196090803757136,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi,High-RE,2C,REMIND,CD,R10EUROPE,headcount_pct,0.02877741521522074,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi,High-RE,2C,REMIND,CD,R10INDIA+,gap_GJ_pc,0.7708370180387828,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi,High-RE,2C,REMIND,CD,R10INDIA+,headcount_pct,0.4265515651093398,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi,High-RE,2C,REMIND,CD,R10LATIN_AM,gap_GJ_pc,31.13380450431856,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi,High-RE,2C,REMIND,CD,R10LATIN_AM,headcount_pct,6.078835955916568,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi,High-RE,2C,REMIND,CD,R10MIDDLE_EAST,gap_GJ_pc,2.1774474566996145,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi,High-RE,2C,REMIND,CD,R10MIDDLE_EAST,headcount_pct,0.5188039801311599,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi,High-RE,2C,REMIND,CD,R10NORTH_AM,gap_GJ_pc,0.07475634524782712,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi,High-RE,2C,REMIND,CD,R10NORTH_AM,headcount_pct,0.0198192178406725,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi,High-RE,2C,REMIND,CD,R10PAC_OECD,gap_GJ_pc,0.2122427036840462,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi,High-RE,2C,REMIND,CD,R10PAC_OECD,headcount_pct,0.10325536838453482,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi,High-RE,2C,REMIND,CD,R10REF_ECON,gap_GJ_pc,0.742132691570804,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi,High-RE,2C,REMIND,CD,R10REF_ECON,headcount_pct,0.3853651823585701,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi,High-RE,2C,REMIND,CD,R10REST_ASIA,gap_GJ_pc,10.459594708746236,DLE gap,GJ per capita of cumulative DLE gap,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi,High-RE,2C,REMIND,CD,R10REST_ASIA,headcount_pct,2.4398181464745594,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE
Full,REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi2020_1000,High-RE,1.5C,REMIND,CD,R10AFRICA,gap_GJ_pc,38.963068670685985,DLE gap,GJ per capita of cumulative DLE gap,TRUE
